Latitude,Longitude,StationName,State,County,StationID,Date,Time,RainAccumulation(Inches),WindSpeed(MPH),WindDirection(Degrees),AirTempreture(Fahrenheit),RelativeHumidity(%),SolarRadiation(W/M^2)
41.30123,-123.12971,SAWYERS BAR,CA,Siskiyou,16955431,2022/04/04,17:23:00+00,17.71,3.0,246.0,40.0,98.0,43.0
31.89444,-104.79778,PINERY,TX,Culberson,17136167,2022/03/15,12:53:00+00,0.32,6.0,307.0,43.0,29.0,0.0
44.31692,-121.60694,COLGATE,OR,Deschutes,16971836,2022/04/19,03:04:00+00,14.37,9.0,268.0,36.0,87.0,14.0
46.61,-122.90833,CHEHALIS,WA,Lewis,17347113,2022/08/31,13:09:00+00,47.94,0.0,100.0,58.0,95.0,0.0
42.12333,-124.30028,RED MOUND,OR,Curry,17009728,2022/03/15,13:21:59+00,24.0,3.0,243.0,46.0,100.0,0.0
62.58785,-142.05808,JATAHMUND LAKE,AK,Valdez-Cordova,16894504,2022/05/13,19:18:59+00,0.05,4.0,24.0,37.0,89.0,277.0
33.69375,-108.06161,PELONA MOUNTAIN,NM,Catron,16836151,2022/03/23,04:38:00+00,0.47,9.0,15.0,32.0,55.0,0.0
45.33,-112.91278,FRENCH CREEK,MT,Beaverhead,17129514,2022/08/16,12:16:00+00,0.0,3.0,356.0,55.0,32.0,0.0
46.14472,-90.59028,GLIDDEN,WI,Ashland,17061160,2022/06/28,06:00:00+00,9.58,1.0,226.0,55.0,90.0,0.0
33.93183,-116.80528,CABAZON,CA,Riverside,17224247,2022/03/25,07:14:00+00,6.11,9.0,310.0,66.0,36.0,0.0
45.10556,-90.69,DIAMOND LAKE,WI,Taylor,17452833,2022/08/31,13:15:00+00,24.83,4.0,268.0,63.0,88.0,172.0
47.83144,-109.00839,LITTLE BULLWHACKER CREEK,MT,Blaine,16829747,2022/03/15,13:31:59+00,0.67,2.0,332.0,38.0,65.0,0.0
43.00971,-73.65071,SARA,NY,Saratoga,17136411,2022/03/15,12:38:00+00,5.52,0.0,165.0,38.0,75.0,39.0
41.30906,-107.57381,COW CREEK,WY,Carbon,16874548,2022/08/15,18:43:59+00,3.8,11.0,70.0,75.0,40.0,783.0
39.89083,-110.26583,FIVE MILE,UT,Duchesne,16871223,2022/04/25,16:28:00+00,2.09,4.0,159.0,40.0,62.0,578.0
44.29694,-119.03694,FALL MOUNTAIN,OR,Grant,16975915,2022/05/11,07:28:59+00,6.52,3.0,319.0,26.0,69.0,2.0
42.1,-77.1,GANG MILLS,NY,Steuben,17391138,2022/08/31,13:08:00+00,18.88,1.0,32.0,69.0,77.0,336.0
38.90383,-114.81419,CATTLE CAMP,NV,White Pine,16845095,2022/03/30,12:27:00+00,0.25,2.0,296.0,24.0,93.0,0.0
46.9675,-121.08444,SAWMILL FLATS,WA,Yakima,16997430,2022/08/31,13:26:00+00,1.95,3.0,215.0,56.0,64.0,0.0
66.21667,-155.66667,HOGATZA RIVER,AK,Yukon-Koyukuk,16786208,2022/05/23,18:54:00+00,0.02,1.0,105.0,60.0,34.0,519.0
38.28192,-114.75869,COYOTE WASH,NV,Lincoln,16845614,2022/03/30,11:42:00+00,0.37,3.0,353.0,38.0,59.0,0.0
35.38142,-84.12292,TELLICO,TN,Monroe,17134896,2022/03/15,13:18:59+00,19.74,5.0,198.0,54.0,53.0,51.0
39.75578,-114.15011,CEDAR PASS,NV,White Pine,16845866,2022/03/31,13:31:00+00,1.3,2.0,356.0,33.0,98.0,1.0
40.06866,-121.584,CARPENTER RIDGE,CA,Butte,17097521,2022/06/24,01:55:00+00,39.5,5.0,178.0,75.0,29.0,358.0
36.07306,-106.65722,COYOTE,NM,Rio Arriba,16914475,2022/08/31,12:49:00+00,11.0,4.0,175.0,49.0,98.0,1.0
46.26094,-108.09939,STEAMBOAT,MT,Yellowstone,17507616,2022/03/15,12:42:00+00,0.64,6.0,244.0,43.0,46.0,0.0
39.91517,-108.88767,DRAGON ROAD,CO,Rio Blanco,16806186,2022/03/15,13:18:59+00,1.08,3.0,195.0,30.0,55.0,0.0
41.23778,-77.75167,COFFIN ROCK,PA,Clinton,17549340,2022/03/15,13:15:59+00,7.72,7.0,229.0,47.0,40.0,125.0
32.6675,-116.69944,BARRETT,CA,San Diego,17568016,2022/06/24,01:50:00+00,14.05,11.0,275.0,83.0,29.0,268.0
39.35242,-107.09481,THE CROWN,CO,Garfield,16808243,2022/07/16,16:50:00+00,5.52,5.0,346.0,72.0,56.0,792.0
32.60092,-116.84103,OTAY MOUNTAIN,CA,San Diego,17227334,2022/08/31,13:14:00+00,16.47,10.0,352.0,81.0,35.0,0.0
36.38833,-113.15806,NIXON FLATS,AZ,Mohave,16790575,2022/07/27,19:50:00+00,3.79,0.0,87.0,62.0,97.0,39.0
42.55222,-124.05778,AGNESS2,OR,Curry,16989992,2022/03/15,12:39:00+00,9.88,2.0,131.0,48.0,100.0,0.0
40.53472,-106.78083,DRY LAKE,CO,Routt,16927790,2022/08/31,12:57:00+00,13.98,11.0,80.0,57.0,32.0,4.0
37.25006,-114.70672,KANE SPRINGS,NV,Lincoln,16847924,2022/08/31,12:42:00+00,5.83,1.0,277.0,87.0,16.0,0.0
34.18214,-117.38511,DEVORE,CA,San Bernardino,17092658,2022/03/15,13:11:00+00,13.7,6.0,338.0,53.0,43.0,0.0
37.09982,-107.30272,SANDOVAL MESA,CO,Archuleta,17198632,2022/04/20,11:12:00+00,2.73,6.0,241.0,44.0,16.0,0.0
43.75694,-121.71028,ROUND MOUNTAIN,OR,Deschutes,16971567,2022/08/31,13:07:00+00,4.1,7.0,134.0,65.0,40.0,0.0
35.97028,-92.74639,SILVER HILL,AR,Searcy,17044522,2022/02/03,19:08:00+00,3.8,4.0,319.0,21.0,79.0,171.0
37.67533,-119.78792,EL PORTAL,CA,Mariposa,17506339,2022/05/12,07:50:59+00,23.2,0.0,28.0,43.0,64.0,0.0
21.48072,-158.15488,WAIANAE VALLEY,HI,Honolulu,17369895,2022/03/15,12:36:59+00,10.27,5.0,22.0,63.0,80.0,0.0
31.24667,-82.40139,WAYCROSS,GA,Ware,17328671,2022/08/31,13:05:00+00,34.63,2.0,255.0,81.0,82.0,169.0
46.02549,-114.05521,DEER MOUNTAIN,MT,Ravalli,17211430,2022/08/31,13:05:59+00,8.76,7.0,181.0,66.0,23.0,2.0
34.11486,-113.34733,SMITH PEAK,AZ,Yuma,16794162,2022/03/15,12:53:00+00,0.37,2.0,178.0,55.0,22.0,0.0
38.0019,-76.8905,GDR-PORT-QD,VA,Rappahannock,17490996,2022/04/23,11:42:00+00,0.93,0.0,57.0,54.0,92.0,115.0
40.48147,-120.11508,BULL FLAT,CA,Lassen,16802870,2022/08/31,12:40:00+00,0.76,2.0,82.0,60.0,23.0,0.0
55.39583,-116.10806,3 MILE,ID,Clark,17192230,2021/12/07,21:13:00+00,14.61,8.0,108.0,29.0,75.0,456.0
48.12708,-105.07335,POPLAR,MT,Roosevelt,16828459,2022/08/19,19:18:59+00,7.18,9.0,24.0,82.0,33.0,746.0
41.63167,-87.08778,BAILLY,IN,Porter,17122078,2022/08/31,12:56:00+00,20.13,3.0,200.0,64.0,81.0,127.0
34.44639,-118.1968,ACTON,CA,Los Angeles,17110338,2022/08/31,12:55:00+00,0.34,3.0,22.0,67.0,41.0,0.0
36.10764,-113.60722,DESERT NWR PORTABLE,AZ,Mohave,17491993,2022/03/15,12:33:59+00,0.04,2.0,34.0,37.0,53.0,0.0
36.34811,-120.60011,SANTA RITA,CA,San Benito,16798005,2022/05/05,00:58:00+00,12.53,5.0,81.0,67.0,31.0,444.0
36.42278,-106.77194,DEADMAN PEAK,NM,Rio Arriba,17185834,2022/01/08,23:08:00+00,0.57,4.0,232.0,36.0,60.0,135.0
36.35306,-113.19917,MOUNT LOGAN,AZ,Mohave,16788788,2022/08/31,12:33:00+00,8.29,5.0,269.0,72.0,23.0,0.0
35.14278,-93.895,BOONEVILLE,AR,Logan,17125162,2022/03/15,13:02:59+00,7.82,5.0,55.0,51.0,98.0,1.0
44.16858,-111.78161,GAS CAVES,ID,Fremont,16820789,2022/05/02,23:23:00+00,2.25,2.0,12.0,50.0,66.0,179.0
32.90775,-114.47403,SENATOR WASH,CA,Imperial,16796470,2022/08/31,13:27:00+00,1.2,8.0,147.0,91.0,47.0,2.0
38.39006,-120.6524,MOUNT ZION,CA,Amador,17089066,2022/03/21,02:57:00+00,22.45,2.0,263.0,51.0,34.0,4.0
34.69528,-85.17361,ARMUCHEE,GA,Walker,17239851,2022/03/15,13:05:00+00,15.42,6.0,132.0,52.0,68.0,97.0
47.04593,-114.11207,FINNEY'S MEADOW QD,MT,Missoula,17191736,2022/08/31,13:28:00+00,12.07,3.0,227.0,63.0,35.0,6.0
40.01806,-105.36139,SUGARLOAF,CO,Boulder,17184047,2022/03/15,13:25:00+00,3.22,6.0,253.0,44.0,11.0,3.0
41.10447,-78.49167,KENNEDY PRESERVE,PA,Clearfield,17527836,2022/03/15,13:09:00+00,9.6,7.0,257.0,47.0,41.0,96.0
47.88372,-116.29898,MAGEE PEAK,ID,Shoshone,17036591,2022/03/15,13:09:00+00,4.75,9.0,200.0,32.0,100.0,0.0
39.37944,-119.83194,GALENA,NV,Washoe,17302566,2022/08/12,14:50:00+00,3.8,2.0,16.0,68.0,38.0,203.0
42.49083,-110.52667,SNIDER BASIN,WY,Sublette,16942637,2022/06/07,09:10:00+00,0.0,1.0,128.0,31.0,82.0,1.0
35.27619,-112.06325,GREENBASE,AZ,Coconino,16936753,2022/08/31,13:17:00+00,9.94,0.0,217.0,46.0,92.0,3.0
34.61217,-77.48725,SANDY RUN,NC,Onslow,17476376,2022/06/28,04:20:00+00,18.16,1.0,191.0,72.0,93.0,0.0
43.20278,-123.7175,BURNT RIDGE,OR,Coos,16853056,2022/03/15,12:35:00+00,16.56,9.0,247.0,40.0,100.0,0.0
40.78169,-120.78437,GRASSHOPPER,CA,Lassen,17093933,2022/06/24,01:47:59+00,9.9,3.0,331.0,73.0,23.0,184.0
44.69573,-91.13446,AUGUSTA,WI,Eau Claire,17451049,2022/08/31,13:05:00+00,22.58,1.0,267.0,66.0,79.0,117.0
42.85917,-118.67889,MOON HILL,OR,Harney,16850999,2022/05/05,00:57:00+00,4.57,4.0,230.0,69.0,21.0,441.0
38.695,-83.19694,SHAWNEE,OH,Scioto,17366554,2022/03/15,12:45:00+00,12.99,2.0,193.0,51.0,36.0,16.0
45.49667,-121.89528,LOG CREEK,OR,Multnomah,16978988,2022/07/22,00:07:00+00,68.4,2.0,274.0,77.0,47.0,683.0
37.05411,-119.37209,MOUNTAIN REST,CA,Fresno,17157446,2022/03/22,03:52:00+00,14.72,1.0,42.0,47.0,88.0,0.0
44.66597,-111.09911,HEBGEN LAKE,MT,Gallatin,17036068,2022/03/15,12:40:00+00,1.23,1.0,314.0,25.0,82.0,0.0
39.30828,-122.9397,MNF02 PORTABLE,CA,Lake,17015868,2022/01/20,16:54:00+00,2.91,4.0,74.0,53.0,48.0,25.0
42.97361,-119.24611,FOSTER FLAT,OR,Harney,16850745,2022/05/05,00:57:00+00,1.98,9.0,169.0,74.0,15.0,461.0
40.62333,-120.47778,HORSE LAKE,CA,Lassen,16803637,2022/05/05,00:40:00+00,10.18,7.0,163.0,75.0,17.0,518.0
37.01111,-81.17861,STONY FORK,VA,Wythe,17539101,2022/02/16,07:57:59+00,4.69,0.0,137.0,26.0,75.0,0.0
41.85834,-123.35366,SLATER BUTTE,CA,Siskiyou,16953909,2022/03/15,12:53:00+00,17.55,8.0,229.0,40.0,100.0,0.0
47.58875,-108.86808,ARMELLS CREEK,MT,Fergus,16829228,2022/05/02,22:41:00+00,2.32,12.0,135.0,62.0,40.0,485.0
36.89047,-82.45708,FLATWOODS,VA,Wise,17048865,2022/02/16,08:11:00+00,8.54,5.0,184.0,40.0,45.0,0.0
33.33306,-81.59167,SAVRIV,SC,Aiken,17051702,2022/06/12,14:06:59+00,16.65,1.0,257.0,86.0,65.0,515.0
32.73978,-114.88411,BUTTERCUP,CA,Imperial,17247265,2022/08/31,13:10:00+00,1.44,5.0,81.0,86.0,63.0,0.0
43.55972,-116.20861,MICRO BLM #4 (RAWLINS),ID,Ada,17341301,2022/02/09,13:07:00+00,0.0,0.0,227.0,24.0,88.0,0.0
42.69825,-112.35772,SCOUT MOUNTAIN,ID,Bannock,17412391,2022/06/07,09:03:00+00,8.92,3.0,181.0,45.0,58.0,0.0
40.88929,-123.14251,BACKBONE,CA,Trinity,16965426,2022/07/07,14:32:00+00,2.27,1.0,99.0,57.0,83.0,202.0
65.93833,-149.855,SEVEN MILE,AK,Yukon-Koyukuk,16784929,2022/05/23,19:20:00+00,0.25,8.0,39.0,47.0,32.0,493.0
43.90114,-117.98717,KELSEY BUTTE,OR,Malheur,16862022,2022/05/05,03:52:00+00,23.58,9.0,98.0,52.0,64.0,1.0
39.35019,-113.38489,TULE VALLEY,UT,Millard,16867371,2022/03/29,05:37:00+00,0.4,8.0,146.0,53.0,39.0,0.0
36.03114,-120.05483,KETTLEMAN HILLS,CA,Kings,16798254,2022/05/05,00:51:00+00,4.14,11.0,24.0,87.0,16.0,451.0
35.24278,-107.66528,GRANTS,NM,Cibola,17080105,2022/06/01,04:15:59+00,2.27,1.0,61.0,50.0,19.0,0.0
33.60544,-116.93908,SAGE,CA,Riverside,16813116,2022/03/23,05:13:59+00,6.32,3.0,142.0,64.0,34.0,0.0
65.42361,-148.72167,LIVENGOOD,AK,Yukon-Koyukuk,17151256,2022/05/02,23:19:00+00,17.43,10.0,163.0,57.0,23.0,701.0
40.00194,-120.915,CASHMAN,CA,Plumas,17243960,2022/06/13,20:47:00+00,0.44,6.0,33.0,64.0,29.0,775.0
35.65645,-120.9241,LAS TABLAS,CA,San Luis Obispo,17098280,2022/03/15,13:07:00+00,17.59,0.0,90.0,37.0,87.0,0.0
35.73722,-76.51444,POCOSIN LAKES,NC,Washington,17173278,2022/08/31,13:18:00+00,30.94,4.0,315.0,79.0,80.0,298.0
34.43501,-118.51318,SAUGUS,CA,Los Angeles,17111353,2022/03/21,02:57:00+00,6.92,28.0,329.0,58.0,28.0,2.0
39.98933,-117.31972,RED BUTTE,NV,Lander,16838451,2022/03/15,12:39:00+00,0.3,4.0,218.0,38.0,62.0,0.0
33.64722,-85.63444,SHOAL CREEK,AL,Cleburne,17269787,2022/03/15,13:14:00+00,13.09,8.0,103.0,50.0,81.0,75.0
45.15694,-109.36056,TIMBERCREST,MT,Carbon,17082188,2022/08/31,13:15:00+00,13.46,3.0,284.0,53.0,48.0,8.0
39.80742,-122.94511,MENDOCINO PASS,CA,Mendocino,17209640,2022/05/26,22:05:00+00,6.25,12.0,274.0,63.0,53.0,451.0
31.09444,-86.54861,OPNPND,AL,Covington,17043750,2022/08/31,12:46:59+00,47.85,3.0,353.0,73.0,96.0,44.0
63.73543,-148.89894,DENALI VISITOR CENTER,AK,Denali,17071921,2022/08/31,13:28:00+00,4.82,7.0,155.0,51.0,73.0,0.0
21.57194,-158.19861,DILLINGHAM,HI,Honolulu,17429268,2022/08/31,12:49:59+00,0.41,1.0,163.0,69.0,85.0,0.0
48.48722,-104.47583,MEDICINE LAKE,MT,Sheridan,17262641,2022/08/31,12:58:00+00,10.09,4.0,337.0,52.0,84.0,11.0
32.85778,-116.42833,CNF40 PORTABLE,CA,San Diego,17202999,2022/08/31,12:36:00+00,9.92,0.0,66.0,74.0,35.0,0.0
35.09653,-119.77322,CARRIZO,CA,San Luis Obispo,16797231,2022/05/05,00:59:59+00,5.98,8.0,91.0,82.0,17.0,628.0
32.09217,-104.2905,CARLSBAD PORTABLE,NM,Eddy,17399874,2022/05/17,13:41:00+00,0.1,5.0,356.0,76.0,30.0,144.0
33.01028,-83.20722,MILLEDGEVILLE,GA,Baldwin,17326368,2022/08/31,13:02:59+00,26.62,3.0,343.0,78.0,87.0,202.0
41.33267,-120.47281,JUNIPER CREEK,CA,Modoc,16804151,2022/06/10,11:53:00+00,7.22,10.0,337.0,81.0,24.0,322.0
31.67528,-110.88,HOPKINS,AZ,Santa Cruz,17271350,2022/08/31,13:18:59+00,6.16,42.0,96.0,61.0,63.0,3.0
64.38583,-147.69528,BLAIR LAKES,AK,Fairbanks North Star,17562643,2022/08/31,13:30:00+00,0.44,9.0,145.0,49.0,78.0,0.0
38.22444,-109.27833,BIG INDIAN VALLEY,UT,San Juan,16865838,2022/08/31,13:20:00+00,4.85,9.0,121.0,66.0,46.0,9.0
42.105,-122.27897,PARKER MOUNTAIN,OR,Jackson,17008699,2022/05/05,00:41:00+00,4.13,8.0,275.0,71.0,28.0,489.0
48.18074,-118.46679,GOLD MOUNTAIN,WA,Ferry,16783167,2022/08/28,23:11:00+00,17.97,5.0,239.0,70.0,30.0,520.0
42.54794,-113.25947,RAFT RIVER,ID,Cassia,16819768,2022/03/15,13:20:00+00,0.65,13.0,183.0,39.0,54.0,0.0
45.30278,-93.10111,CARLOS AVERY,MN,Anoka,17207332,2022/08/31,13:07:00+00,18.18,4.0,240.0,64.0,86.0,131.0
48.38944,-93.56417,LITTLEFORK,MN,Koochiching,17131819,2022/03/15,13:08:00+00,0.4,9.0,216.0,32.0,60.0,17.0
39.12583,-123.07333,LYONS VALLEY,CA,Mendocino,16805190,2022/03/15,13:02:00+00,17.85,11.0,255.0,46.0,100.0,0.0
31.78347,-110.64325,EMPIRE,AZ,Pima,16792620,2022/03/15,12:54:00+00,0.27,5.0,267.0,36.0,36.0,0.0
62.58785,-142.05808,JATAHMUND LAKE,AK,Valdez-Cordova,16894506,2022/03/15,13:18:59+00,6.37,6.0,243.0,-11.0,75.0,0.0
35.84056,-106.61972,JEMEZ,NM,Sandoval,17080617,2022/05/17,13:09:00+00,2.93,3.0,55.0,51.0,22.0,18.0
41.0805,-119.77672,JUNIPER SPRINGS,NV,Washoe,16803378,2022/08/31,13:25:00+00,1.06,4.0,68.0,68.0,27.0,0.0
33.44588,-117.41912,CASE SPRINGS,CA,San Diego,17107508,2022/08/31,13:23:00+00,13.41,4.0,0.0,81.0,39.0,0.0
37.02142,-116.609,BUDDY ADAMS,NV,Nye,17525799,2022/05/02,22:52:00+00,0.19,14.0,170.0,72.0,13.0,693.0
34.19512,-118.09362,HENNINGER FLATS,CA,Los Angeles,17570346,2022/08/31,12:58:00+00,13.73,4.0,130.0,83.0,21.0,0.0
34.42972,-118.66712,DEL VALLE,CA,Los Angeles,17164085,2022/03/15,12:56:00+00,9.12,3.0,55.0,51.0,56.0,0.0
44.19,-103.51056,NEMO,SD,Lawrence,16923186,2022/07/18,15:58:00+00,9.25,6.0,141.0,95.0,24.0,628.0
39.14356,-120.50939,DUNCAN,CA,Placer,17244985,2022/07/29,14:18:00+00,18.5,16.0,94.0,76.0,23.0,88.0
44.31692,-121.60694,COLGATE,OR,Deschutes,16971838,2022/08/31,13:04:00+00,3.45,2.0,234.0,51.0,74.0,0.0
39.41908,-105.08406,CARPENTER PEAK,CO,Douglas,17277486,2022/07/22,16:57:59+00,9.11,6.0,56.0,84.0,21.0,811.0
37.67917,-89.00278,CRAB ORCHARD,IL,Williamson,17373211,2022/03/15,12:55:00+00,13.95,0.0,341.0,49.0,87.0,14.0
44.22217,-85.94161,WELLSTON,MI,Manistee,17317154,2022/04/22,12:59:00+00,9.48,3.0,162.0,43.0,65.0,193.0
43.56528,-116.20861,NEFIRE PORTABLE 1,VT,Bennington,17571898,2022/03/15,13:02:00+00,2.4,5.0,202.0,49.0,60.0,236.0
41.0805,-119.77672,JUNIPER SPRINGS,NV,Washoe,16803377,2022/05/05,01:25:00+00,4.32,8.0,202.0,72.0,14.0,373.0
34.80574,-83.71261,BRASSTOWN,GA,Towns,17240620,2022/08/31,13:05:59+00,57.18,1.0,9.0,67.0,91.0,136.0
36.41067,-118.80922,CASE MOUNTAIN,CA,Tulare,17338668,2022/08/31,12:35:00+00,15.18,4.0,174.0,74.0,23.0,0.0
42.70806,-118.51,LITTLE MCCOY CREEK,OR,Harney,17397803,2022/07/01,08:57:00+00,8.88,6.0,294.0,68.0,23.0,0.0
64.08144,-155.57225,POORMAN,AK,Yukon-Koyukuk,16786462,2022/05/02,23:19:59+00,16.46,10.0,148.0,53.0,28.0,520.0
44.39583,-112.10806,3 MILE,ID,Clark,17192225,2021/12/02,16:12:59+00,14.61,3.0,62.0,38.0,81.0,18.0
60.41032,-149.36688,KENAI LAKE,AK,Kenai Peninsula,17002535,2022/08/31,12:57:00+00,11.23,0.0,70.0,51.0,96.0,0.0
34.41056,-101.04917,CAPROCK,TX,Briscoe,17312037,2022/08/31,13:08:00+00,13.74,5.0,341.0,73.0,84.0,18.0
40.55876,-80.55009,TOMLINSON RUN,WV,Hancock,17466397,2022/03/15,13:17:00+00,10.03,7.0,210.0,46.0,50.0,132.0
44.05608,-89.29219,WAUTOMA,WI,Waushara,17452071,2022/01/17,14:12:00+00,0.07,7.0,319.0,23.0,75.0,5.0
39.33611,-110.60142,FLATTOP MOUNTAIN,UT,Emery,16866093,2022/03/16,23:18:00+00,0.53,18.0,320.0,48.0,41.0,321.0
38.22361,-120.86639,CAMPO SECO,CA,Calaveras,17342746,2022/03/15,12:59:00+00,14.99,1.0,112.0,54.0,74.0,0.0
37.32927,-121.29538,DIABLO GRANDE,CA,Stanislaus,17103908,2022/06/24,02:00:59+00,11.29,8.0,8.0,91.0,25.0,254.0
48.14389,-114.71806,BOORMAN,MT,Flathead,17269027,2022/03/15,13:15:00+00,3.55,1.0,336.0,35.0,100.0,0.0
37.4094,-119.76789,METCALF GAP,CA,Madera,17100332,2022/03/21,03:01:59+00,14.13,1.0,311.0,50.0,55.0,2.0
48.85,-95.69917,ROSEAU,MN,Roseau,17131302,2022/08/31,13:09:00+00,20.67,1.0,157.0,62.0,91.0,122.0
39.87184,-121.76898,COHASSET,CA,Butte,17091888,2022/08/31,12:51:00+00,25.68,0.0,175.0,77.0,34.0,0.0
48.87658,-114.50935,HORNET,MT,Flathead,16917569,2022/08/31,13:09:00+00,5.63,5.0,215.0,64.0,37.0,4.0
38.30292,-116.19342,PANCAKE,NV,Nye,16839229,2022/03/15,13:27:00+00,0.19,1.0,218.0,26.0,59.0,0.0
44.50133,-117.29828,MORGAN MOUNTAIN,OR,Baker,16861746,2022/07/21,16:53:00+00,0.0,6.0,324.0,84.0,18.0,715.0
37.98639,-79.75944,LIME KILN,VA,Bath,17079328,2022/03/15,13:01:00+00,8.06,1.0,106.0,41.0,59.0,69.0
40.17306,-115.48556,RUBY LAKE,NV,Elko,17344542,2022/06/24,02:32:00+00,0.51,5.0,215.0,67.0,41.0,182.0
42.18917,-120.84722,STRAWBERRY,OR,Lake,16972334,2022/06/17,03:04:00+00,4.48,2.0,275.0,61.0,21.0,155.0
61.22472,-149.69139,GRAZELKA RANGE,AK,Anchorage,17482536,2022/05/09,05:29:00+00,0.0,0.0,278.0,46.0,45.0,52.0
35.84056,-106.61972,JEMEZ,NM,Sandoval,17080616,2022/03/15,13:09:00+00,1.88,2.0,101.0,25.0,47.0,0.0
39.927,-106.54517,DRY GULCH,CO,Grand,17167154,2022/08/31,12:38:00+00,9.11,1.0,346.0,50.0,51.0,1.0
31.78347,-110.64325,EMPIRE,AZ,Pima,16792623,2022/08/31,12:54:00+00,13.28,8.0,121.0,65.0,65.0,0.0
48.90774,-122.22338,SUMAS,WA,Whatcom,16878649,2022/07/07,14:10:00+00,70.09,5.0,166.0,51.0,100.0,12.0
37.37872,-119.62931,SNF04 PORTABLE,CA,Madera,16967031,2022/03/15,12:45:00+00,1.65,2.0,335.0,49.0,44.0,0.0
45.64813,-106.50274,BADGER PEAK,MT,Rosebud,16779573,2022/08/31,13:02:00+00,9.76,6.0,161.0,76.0,25.0,7.0
46.10169,-115.54703,FENN,ID,Idaho,16938821,2022/03/21,03:11:00+00,9.55,1.0,187.0,36.0,90.0,0.0
34.94167,-111.75167,OAK CREEK,AZ,Coconino,16933668,2022/03/15,13:02:59+00,2.25,7.0,351.0,39.0,43.0,0.0
33.35982,-109.83306,DRY LAKE,AZ,Graham,17086267,2022/07/07,14:28:00+00,3.81,4.0,1.0,73.0,23.0,233.0
34.07984,-117.04676,MILL CREEK (BDF),CA,San Bernardino,17030192,2022/03/15,12:35:00+00,9.61,6.0,46.0,60.0,24.0,0.0
34.69194,-93.22,JESSIEVILLE,AR,Garland,17124908,2022/03/15,13:02:59+00,9.48,3.0,23.0,51.0,98.0,5.0
33.22361,-108.24028,GILA CENTER RAWS,NM,Catron,16935224,2022/08/31,13:12:59+00,13.56,1.0,161.0,50.0,99.0,5.0
35.7675,-82.04,GRANDFATHER,NC,McDowell,17056544,2022/06/01,04:05:00+00,24.99,0.0,293.0,67.0,88.0,0.0
43.89139,-108.85367,GRASS CREEK DIVIDE,WY,Hot Springs,16877363,2022/05/05,00:43:00+00,3.16,11.0,17.0,53.0,38.0,369.0
38.37719,-115.50619,TIMBER MTN,NV,Humboldt,17195323,2022/03/15,12:33:00+00,0.0,2.0,163.0,36.0,40.0,0.0
39.91517,-108.88767,DRAGON ROAD,CO,Rio Blanco,16806187,2022/05/02,23:19:00+00,2.31,14.0,187.0,64.0,25.0,574.0
40.45953,-115.84953,CRANE SPRINGS,NV,Elko,17109037,2022/08/31,13:26:00+00,5.81,9.0,182.0,64.0,32.0,2.0
44.31692,-121.60694,COLGATE,OR,Deschutes,16971835,2022/03/15,13:04:00+00,12.14,5.0,281.0,41.0,79.0,0.0
42.91361,-109.74611,HALF MOON,WY,Sublette,17038129,2022/06/03,05:26:00+00,2.3,0.0,102.0,40.0,75.0,0.0
38.07722,-104.97472,BEULAH,CO,Pueblo,19794435,2022/08/31,13:11:00+00,12.1,4.0,299.0,54.0,67.0,17.0
37.8615,-105.28408,BLACK MOUNTAIN,CO,Huerfano,17006393,2022/03/15,12:56:00+00,1.68,5.0,106.0,31.0,26.0,0.0
46.22698,-121.13756,SIGNAL PEAK,WA,Yakima,17117730,2022/08/31,13:28:59+00,11.06,4.0,9.0,67.0,35.0,1.0
34.56938,-118.74019,WHITAKER PEAK,CA,Los Angeles,17219122,2022/07/06,18:58:00+00,2.42,10.0,140.0,71.0,54.0,933.0
33.87817,-116.95314,HIGHLAND SPRINGS,CA,Riverside,16824136,2022/08/31,13:17:00+00,6.99,1.0,328.0,80.0,37.0,0.0
34.565,-116.20833,SHAWNEE PORTABLE #1,ID,Ada,17551137,2022/08/31,12:55:00+00,0.0,2.0,81.0,74.0,27.0,0.0
36.93502,-107.00005,DULCE #2,NM,Rio Arriba,17477915,2022/04/20,11:28:00+00,3.74,1.0,169.0,42.0,26.0,0.0
32.92733,-103.85683,CAPROCK,NM,Eddy,16837421,2022/05/02,22:41:00+00,0.37,14.0,264.0,90.0,5.0,704.0
42.29019,-123.23339,PROVOLT SEED ORCHARD,OR,Josephine,16856894,2022/05/18,13:59:00+00,7.47,0.0,176.0,43.0,97.0,28.0
40.18602,-123.59106,ALDER POINT,CA,Humboldt,17095981,2022/06/24,01:50:59+00,32.58,2.0,82.0,80.0,44.0,244.0
45.93343,-113.74202,TEPEE PT,MT,Ravalli,17243683,2022/08/31,13:09:00+00,8.74,6.0,5.0,62.0,27.0,2.0
40.46302,-123.52379,MAD RIVER,CA,Trinity,17155896,2022/04/21,11:53:00+00,36.34,1.0,44.0,32.0,99.0,0.0
61.51825,-149.90845,BIG LAKE,AK,Matanuska-Susitna,17228063,2022/08/31,12:51:00+00,9.82,0.0,117.0,50.0,97.0,0.0
34.11754,-100.34458,MATADOR,TX,Cottle,17311003,2022/03/15,13:04:00+00,0.51,11.0,317.0,42.0,57.0,2.0
34.09001,-78.30801,NATURE CONSERVANCY,NC,Brunswick,17238834,2022/03/15,12:54:00+00,106.82,0.0,54.0,40.0,99.0,33.0
