FireDepartmentName,SubstationName/PhysicalCity,PhysicalAddress1,County,Latitude,Longitude
Beaver Creek VFD,Caldwell,1580 Beaver Creek Dr,Burleson,30.454788,-96.558125
Beckville VFD,Beckville,120 S. Washington,Panola,32.2419,-94.4563
Bedford Fire Dept.,Bedford,1816 Bedford Rd.,Tarrant,32.843967,-97.142783
Bedias VFD,Bedias,22248 West Street,Grimes,30.776085,-95.948768
Beech Grove VFD,Jasper,10230 FM 777,Jasper,30.8636,-94.1189
Beeville Vol. Fire Dept.,Beeville,100 W. CLEVELAND ST.,Bee,28.404988,-97.749939
Bellaire Fire Department,Bellaire,5101 Jessamine,Harris,29.700108,-95.467795
Bellevue VFD,Bellevue,509 Franklin St,Clay,33.6348,-98.0146
Bellmead Fire Dept.,Bellmead,700 Kane Street,McLennan,31.588663,-97.099999
Bells Fire Department,Bells,101 North Broadway,Grayson,33.61,-96.41
Bellville Volunteer Fire Department,Bellville,511 West Main,Austin,29.951033,-96.259217
Belmont Volunteer Fire Department,Belmont,14430 HWY 90A West,Gonzales,29.523322,-97.683947
Belott VFD,Crockett,8745 ST Hwy 21 EAST,Houston,31.251308,-95.201201
Belton Fire Dept.,Belton,420 Sparta Road,Bell,31.0829,-97.4663
Ben Bolt Fire Dept,Alice,649 C.R. 465,Jim Wells,27.656219,-98.094433
Ben Wheeler VFD,Ben Wheeler,5480 FM 858,Van Zandt,32.44589,-95.70453
Benbrook FD,Benbrook,528 Mercedes St.,Tarrant,32.678694,-97.461222
Benjamin VFD,Benjamin,101 West Cedar,Knox,33.583983,-99.792369
Bergheim VFD,Boerne,1 Old Curry Creek Rd.,Kendall,29.843231,-98.555283
Berlin - Mill Creek - Zionsville VFD,Brenham,101 Lillie Lange Rd.,Washington,30.174958,-96.464706
Bernardo VFD,Cat Spring,2845 FM 949,Colorado,29.761583,-96.391433
Berryville VFD,Frankston,23170 CR 4117,Henderson,32.0852,-95.4741
Bertram VFD,Bertram,163 W. VAUGHAN ST,Burnet,30.7437,-98.0564
Bethel Cayuga VFD,Cayuga,20324 US 287 N,Anderson,31.94906,-95.95555
Bettie VFD,Gilmer,880 BLUEBONNET RD,Upshur,32.808245,-94.947997
Beverly Hills Fire Dept,Beverly Hills,3418 Memorial Drive,McLennan,31.5249,-97.1495
Bexar County ESD #10,San Antonio,6658 E. Houston Street,Bexar,29.4195,-98.3592
Bexar County ESD #11,Converse,4511 Texas Palm Drive,Bexar,29.47,-98.32
Bexar County ESD #5,Atascosa,11109 Kinney Rd,Bexar,29.3119,-98.6808
Bexar-Bulverde VFD,San Antonio,23103 Bulverde Rd.,Bexar,29.6875,-98.437833
Biardstown VFD,Paris,164 CR 13685,Lamar,33.537288,-95.503923
Big Spring Fire Dept,Big Spring,1401 Apron,Howard,32.228484,-101.517611
Bigfoot VFD,Bigfoot,13988 FM 472,Frio,29.046911,-98.866694
Birch Creek Area VFD,Somerville,208 Birch Forest Drive,Burleson,30.316625,-96.63651
Black Jack VFD,Rockdale,11341 FM 908 South,Burleson,30.565038,-96.903664
Blackjack VFD,Hearne,9061 FM 391,Robertson,30.889206,-96.526785
Blackwell Volunteer Fire Dept.,Blackwell,210 Main st,Nolan,32.086225,-100.319574
Blanco County ESD #2,Blanco,431 Blanco Ave,Blanco,30.098346,-98.421098
Blanconia VFD,Blanconia,115 N FM 2441,Bee,28.39145,-97.41414
Blanket VFD,Blanket,719 Main Street,Brown,31.824117,-98.787317
Blessing VFD,Blessing,88 N Ave A & Mulberry St,Matagorda,28.872794,-96.220049
Blieblerville VFD,Bleiblerville,3342 FM 2502,Austin,30.0039,-96.4404
Bloomburg Fire Department/ Cass County ESD #3,Bloomburg,210 East Main,Cass,33.137678,-94.057639
Blooming Grove VFD,Blooming Grove,101 S. HINKLEY,Navarro,32.09195,-96.71796
Bloomington VFD,Bloomington,52 W. 2nd St.,Victoria,28.647647,-96.894044
Blossom VFD,Blossom,235 PINE STREET,Lamar,33.659881,-95.382342
Blue Branch VFD,Lexington,4401 CR 309,Lee,30.392997,-97.14083
Blue Mound Fire Dept,Blue Mound,301 Blue Mound Rd.,Tarrant,32.853333,-97.341167
Blue Ridge Vol. Fire Dept,Blue Ridge,203 W FM 545,Collin,33.298576,-96.401831
Blue Water Oaks,Alvarado,295 Chambers Dr.,Johnson,32.364826,-97.236274
Bluegrove VFD,Bluegrove,1847 FM 172,Clay,33.673975,-98.229443
Bluff Dale VFD,Bluff Dale,175 Holt Street,Erath,32.351975,-98.022238
Boerne Fire Department,Boerne,726 N. Main Street,Kendall,29.799801,-98.735056
Bogata Fire & Rescue,Bogata,327 2nd Street NW,Red River,33.4719,-95.2164
Boling Fire Dept.,Boling,6735 FM 442,Wharton,29.2618,-95.9454
Bon Wier Volunteer Fire Department,BON WIER,906 CR 4000,Newton,30.747611,-93.662167
Bonham Fire Dept.,Bonham,2509 North Center St.,Fannin,33.6086,-96.1743
Bono VFD,Cleburne,5536 W HWY 67,Johnson,32.323867,-97.504539
Booker VFD,Booker,214 SOUTH MAIN STREET,Lipscomb,36.452348,-100.538731
Boonsville/Balsora VFD,Bridgeport,280 CR 3743,Wise,33.068167,-97.863
Bootleg VFD,Friona,1400 FM 1058,Deaf Smith,34.828483,-102.813267
Borden County VFD,Gail,224 W. searcy ave.,Borden,32.737851,-101.41821
Borger Fire Dept,Borger,200 N Cedar,Hutchinson,35.6671,-101.39732
Bovina VFD,Bovina,201 Hwy 86,Parmer,34.5137,-102.8826
Bowie Fire Department,Bowie,203 Walnut Street,Montague,33.560912,-97.849349
"Bowie Rural VFD, Inc.",Bowie,2557 State HWY 59 S.,Montague,33.5456,-97.8764
Bowman Community Volunteer Fire Department,Wichita Falls,15974 FM 1954,Archer,33.812759,-98.577281
Boxelder VFD,Annona,9177 FM 44,Red River,33.480983,-94.882167
Boyd Fire Rescue,Boyd,545 S Allen ,Wise,33.078561,-97.565127
Boys Ranch Fire/Rescue,Boys Ranch,8 Julian Bivins Boulevard,Oldham,35.53245,-102.25468
Bracken Fire & Rescue,San Antonio,23600 FM 3009,Comal,29.659084,-98.306597
Bradford VFD,Palestine,17500 N. St Hwy 19,Anderson,31.9876,-95.76703
Brady Fire Department,Brady,216 W. Commerce,McCulloch,31.133778,-99.334577
Brady VFD Inc. ,Brady,216 Commerce ,McCulloch,31.1351,-99.3364
Branch Volunteer Fire Department,Princeton,7777 FM 546,Collin,33.100297,-96.509547
Brazoria Volunteer Fire Department Inc,Brazoria,202 North Brooks St.,Brazoria,29.046111,-95.570278
Brazos County District 2 VFD,Bryan,894 N FM 2038,Brazos,30.787597,-96.264866
Brazos County Pct. 4 VFD,Bryan,3098 FAZZINO LANE,Brazos,30.651289,-96.491583
Brazos County Precinct 3 Volunteer Fire Department,College Station,5725 Elmo Weedon Road,Brazos,30.6722,-96.2573
Brazos Point/Eulogy,Kopperl,20386 FM 56 North,Bosque,32.186701,-97.623396
Brazos Vol. Fire Dept.,Santo,201 E. Rusk St.,Palo Pinto,32.645261,-98.105517
Breckenridge FD,Breckenridge,105 North Rose,Stephens,32.756282,-98.902841
Bremond VFD,Bremond,417 N Commerce St,Robertson,31.170241,-96.675464
Brenham FD,Brenham,101 N. Chappell Hill St,Washington,30.169443,-96.391028
Briaroaks VFD,Burleson,515 Ward Lane,Johnson,32.504141,-97.305568
Briar-Reno Fire Department Inc,Azle,185 W. Reno Road ,Parker,32.94,-97.58
Bridgeport Volunteer Fire Department,Bridgeport,708 HOVEY,Wise,33.208081,-97.760024
Brinker Fire Dept,Sulphur Spring,1415 FM 69 South,Hopkins,33.127083,-95.492017
Briscoe Vol. Fire Dept.,Briscoe,8826 cr 14,Wheeler,35.579444,-100.294167
Bristol VFD,Ennis,101 S OLD WALNUT,Ellis,32.469722,-96.571667
Broaddus VFD,Broaddus,1009 FM 2558,San Augustine,31.306667,-94.269667
Brock-Dennis VFD ,Brock,1107 FM 1189,Parker,32.690035,-97.948712
Bronson Rural Vol. Fire Dept.,Bronson,11000 STATE HWY 184,Sabine,31.345049,-94.010571
Bronte Volunteer Fire Department,Bronte,413 W. Main,Coke,31.886883,-100.293483
Brookesmith VFD,Brookesmith,12960 FM 586 S,Brown,31.5052,-99.102
Brookshire VFD,Brookshire,511 Velasco St,Waller,29.786,-95.9451
Brookside Village VFD,Pearland,6243 Brookside Drive,Brazoria,29.550935,-95.256869
Brookston VFD,Brookston,1532 Fm 38 S.,Lamar,33.622833,-95.701133
Brownfield Fire and Rescue,Brownfield,104 South 3rd Street,Terry,33.179048,-102.277322
Brownsboro Volunteer Fire & Rescue,Brownsboro,13235 HWY 31 E,Henderson,32.30102,-95.62924
Brownsville Fire Department,Brownsville,1150 East Adams St ,Cameron,25.902072,-97.497125
Brownwood Fire Dept.,Brownwood,600 East Adams Street,Brown,31.7173,-98.9797
Bruceville-Eddy VFD,Eddy,143 B WILCOX DR,McLennan,31.306471,-97.246705
Bryan FD,Bryan,300 W. William J. Bryan St.,Brazos,30.675126,-96.375406
Bryans Mill VFD,Naples,309 FM 994,Cass,33.2349,-94.4979
Bryson VFD,Bryson,601 N. COLLEGE ST.,Jack,33.1653,-98.3867
Buchanan VFD,Buchanan Dam,2407 RR 261,Llano,30.754523,-98.459372
Buckholts VFD,Buckholts,115 West Main St. ,Milam,30.874,-97.1255
Buda Fire Department,Buda,209 FM 2770,Hays,30.078537,-97.846511
Buffalo Gap VFD,Buffalo Gap,709 Litel Rd,Taylor,32.279511,-99.829955
Buffalo Springs Lake Volunteer Fire Department,Buffalo Springs,99 C Pony Express,Lubbock,33.531067,-101.709552
Buffalo VFD,Buffalo,223 MAIN,Leon,31.463618,-96.061605
Bullard VFD Inc.,Bullard,215 South Houston,Smith,32.138717,-95.319814
Bulverde Spring Branch Fire & EMS ,Spring Branch,353 Rodeo Dr,Comal,29.8255,-98.414
Buna VFD,Buna,480 HWY 62,Jasper,30.437412,-93.965523
Burkburnett FD,Burkburnett,100 Tommy Thornton Way,Wichita,34.081334,-98.568712
Burkett Volunteer Fire Department,Burkett,362 BAYOU STREET,Coleman,31.996471,-99.230188
Burkeville Volunteer Fire Dept,Burkeville,256 CR 2095,Newton,30.99886,-93.66943
Burleson Fire Department,Burleson,828 SW Alsbury Blvd.,Johnson,32.542128,-97.320911
Burlington VFD,Burlington,403 CO road 133,Milam,31.014144,-96.996923
Burnet Volunteer Fire Department,Burnet,104 South Rhomberg,Burnet,30.759419,-98.221332
Burnett (6666) Ranch,Panhandle,1480 Four Sixes Road,Carson,35.5394,-101.39052
Burton VFD,Burton,1687 FM 1697,Washington,30.1909,-96.6054
Butler VFD,Oakwood,1354 East HWY 84,Freestone,31.66772,-95.94488
Byers VFD,Byers,510 Main Street,Clay,34.06784,-98.190838
Bynum,Bynum,205 White Ave.,Hill,31.974722,-97.007222
C-5 Red Lick/Leary VFD,TEXARKANA,55 lewis akin road,Bowie,33.479917,-94.183028
Cactus Fire Dept,Cactus,201 US 287,Moore,36.046406,-102.00431
Caddo Mills Volunteer Fire Department,Caddo Mills,2302 Main Street,Hunt,33.066383,-96.22882
Caddo Texas VFD,Caddo,581 CR 108,Stephens,32.718426,-98.666435
Cade Lake VFD,caldwell,1020 walnut drive unit 700,Burleson,30.515848,-96.771918
Caldwell Fire and Rescue,Caldwell,200 N Main,Burleson,30.534054,-96.694117
Caldwell-Hays ESD #1,Del Valle ,9019 Elroy Rd. ,Caldwell,29.992133,-97.629559
Callisburg VFD,Callisburg,116 McDaniel St,Cooke,33.692833,-97.0062
Calvert VFD,Calvert,700 Railroad St.,Robertson,30.978345,-96.672393
Cameron Gardens VFD,Wichita Falls,153 FM 1740,Wichita,33.9427,-98.483
Cameron VFD,Cameron,1505 N. Travis,Milam,30.861034,-96.974354
Camilla VFD,Cold Spring,602 FM 3278,San Jacinto,30.5995,-95.057333
Campbell Vol. Fire Department,Campbell,111 W. Main,Hunt,33.150069,-95.951946
Canadian VFD,Canadian,5 Main Street,Hemphill,35.916,-100.386
Caney City VFD,Malakoff,15241 Barron Road,Henderson,32.2104,-96.036
Caney Creek,Conroe,16723 F.M. 2090,Montgomery,30.2565,-95.3155
Canton Fire Department,Canton,1390 S. Hwy. 19,Van Zandt,32.539,-95.861333
Canyon Fire Dept.,Canyon,301 16th Street,Randall,34.985636,-101.935831
Canyon Lake Fire/EMS,Canyon Lake,1074 Scissortail Street,Comal,29.874787,-98.191744
Cape Area VFD,Coldspring,8 Sales Drive,San Jacinto,30.611434,-95.141235
Carancahua Community VFD,Palacios,4581 STATE HIGHWAY 35,Jackson,28.731667,-96.376667
Carbon VFD,CARBON,101 canal street,Eastland,32.269558,-98.829607
Carlisle VFD,Henderson,4048 CR. 495 S.,Rusk,32.13611,-94.946289
Carlsbad VFD,Carlsbad,11901 FT WORTH ST,Tom Green,31.61113,-100.645949
Carlton VFD,Carlton,5015 W  FM 219,Hamilton,31.917218,-98.164402
Carmine Volunteer Fire Department,Carmine,111 Augsburg,Fayette,30.148511,-96.687294
Carrizo Springs Vol. Fire Dept.,Carrizo Springs,202 East Nopal,Dimmit,28.522,-99.854889
Carthage FD,Carthage,321 West Panola Street,Panola,32.156319,-94.343231
Cash Fire Department,Greenville,4745 Hwy 34 S,Hunt,33.014567,-96.107483
Cason VFD,Cason ,11 CR 1220,Morris,33.0394,-94.8144
Cass County ESD 1,Mcleod,FM 125,Cass,32.9444,-94.0794
Cass County ESD 2,Queen City,704 Fourth Street,Cass,33.148067,-94.148033
Cassie VFD,Burnet,3900 FM 690,Burnet,30.782887,-98.393614
Castell Volunteer Fire Department,Castell,10230 WEST RANCH ROAD 152,Llano,30.7007,-98.961729
Castle Hills FD,San Antonio,207 Lemonwood Drive,Bexar,29.5225,-98.520083
Castle Lake Ranch VFD,Pipe Creek,3801 Bear Creek Rd,Bandera,29.761368,-98.975112
Castroville VFD,Castroville,807 Paris Street,Medina,29.35358,-98.881251
Cat Spring VFD,Cat Spring,10943 FM 949,Austin,29.844517,-96.326817
CE-Bar FD,Austin,353 S. Commons Ford Road,Travis,30.3239,-97.8735
Cedar Hill FD,Cedar Hill,1212 W Beltline Rd,Dallas,32.5898,-96.9658
Cedar Park FD,Cedar Park,450 Cypress Creek Road,Williamson,30.5199,-97.824412
Celeste VFD,Celeste,102 S 2nd,Hunt,33.2934,-96.1955
Celina Fire Department,Celina,1413 S. Preston Rd,Collin,33.325868,-96.784534
Center Fire Department,Center,110 Patton Street,Shelby,31.801205,-94.178067
Center Hill VFD,Linden,388 CR 1927,Cass,32.99687,-94.282567
Center Point Community VFD,Pittsburg,189 CR 4425,Camp,32.9549,-94.828
Center Point VFD,Center Point,548 W. Kelly Street,Kerr,29.944268,-99.035526
Centerville VFD,Centerville,325 East St Mary's,Leon,31.257365,-95.976649
Central Bell County Fire & Rescue,Nolanville,84 N. Main Street,Bell,31.077699,-97.605756
Central Community VFD,Weatherford,4100 Old Agnes Rd.,Parker,32.899813,-97.788834
Central Grimes County VFD,Anderson,415 hill street,Grimes,30.489439,-95.99342
Central Heights-Appleby VFD,Nacogdoches,4891 FM 2864,Nacogdoches,31.790083,-94.655439
Central High Rural VFD,Ennis,3929 FM 1183,Ellis,32.329294,-96.625364
Central VFD,Pollok,8928 US HWY 69 NORTH,Angelina,31.436369,-94.832425
Chalk Bluff Vol. Fire Dept.,Waco,136 Alex Gill Lane,McLennan,31.648397,-97.14196
Champions ESD (HCESD #29),Houston,12730 Champion Forest Dr,Harris,29.9774,-95.5109
Chandler VFD,Chandler,700 Kickapoo ,Henderson,32.3016,-95.4832
Channelview Fire Department,Channelview,1210 Dell Dale,Harris,29.7954,-95.1404
Channing Volunteer Fire Department ,Channing,102 West 7th St,Hartley,35.6844,-102.3324
Chapel Hill VFD,Tyler,13801 CR 220,Smith,32.30989,-95.17861
Chappell Hill VFD,Chappell Hill,5295 Main Street,Washington,30.138956,-96.256258
Charlie-Thornberry VFD,Wichita Falls,14320 W FM 171,Clay,34.0833,-98.366167
Charlotte VFD,Charlotte,47 East Hindes,Atascosa,28.862917,-98.704833
Chatfield VFD,Chatfield,4891 FM 1603,Navarro,32.2407,-96.4112
Cherokee VFD,Cherokee,200 S Indian Ave,San Saba,30.980253,-98.708505
Cherry Creek Vol. Fire Dept.,Kent,181 Cherry Creek Rd,Jeff Davis,31.066021,-104.141121
Chester Volunteer Fire Department,Chester,165 Feagan St.,Tyler,30.926592,-94.599126
Chico Community VFD,Chico,102 N. Weatherford,Wise,33.295614,-97.797406
Chicota VFD,Chicota,5068 FM 197,Lamar,33.863617,-95.58905
Childress Fire Department,Childress,100 Commerce Street,Childress,34.4223,-100.2077
Chillicothe Fire Rescue,Chillicothe,214 Ave. H south,Hardeman,34.2562,-99.5171
Chilton Vol. Fire Dept.,Chilton,2589 State Hwy. 7,Falls,31.28068,-97.06469
China / Nome,"Beaumont, Texas",3554 S. Pine Island Rd.,Jefferson,30.048433,-94.336733
China Grove Fire & Rescue,San Antonio,2456 FM 1516 South,Bexar,29.397611,-98.346083
China Spring VFD,China Spring,165 ILLINOIS AVENUE,McLennan,31.65154,-97.30629
Chireno VFD,Chireno,552 main street,Nacogdoches,31.5005,-94.352333
Christine VFD,Christine,410 11th Street,Atascosa,28.79294,-98.49755
Christoval VFD,Christoval,19950 Rudd Street,Tom Green,31.191019,-100.497921
Church Hill VFD,Henderson,8500 FM 1251 E,Rusk,32.190953,-94.66248
Cibolo Fire Department,Cibolo,204 W. Loop 539,Guadalupe,29.5597,-98.2272
Cisco Fire Department,Cisco,411 Conrad Hilton,Eastland,32.3894,-98.9808
City of Balcones Heights FD,San Antonio,111 Altgelt Drive,Bexar,29.4845,-98.5467
City of Big Sandy VFD,Big Sandy,204 E. Gilmer St,Upshur,32.58221,-95.10766
City of Blum Fire and Rescue,Blum TX,105  AVE C,Hill,32.141785,-97.397909
City of Burnet Fire Department,Burnet,2002 S Water St.,Burnet,30.741292,-98.234683
City of Carrollton FD,Carrollton,1111 W. Belt Line Rd,Dallas,32.9533,-96.9088
City of Escobares VFD,Escobares,4829  Old Hwy 83,Starr,26.4085,-98.9585
City of Galveston FD,Galveston,823 26th St,Galveston,29.3005,-94.7964
City of Helotes FD,Helotes,12951 Bandera Road,Bexar,29.563171,-98.686206
City of Howardwick Volunteer Fire Department,Howardwick,247 Rick Husband,Donley,35.0333,-100.9106
City of Huntington VFD,Huntington,201 E Preston St,Angelina,31.277687,-94.576594
City of Jasper VFD,Jasper,205 E. Water St.,Jasper,30.919578,-93.999162
City of Kaufman FD,KAUFMAN,301 S MADISON ST,Kaufman,32.5874,-96.308
City of Malakoff VFD,Malakoff,101 FM 3062,Henderson,32.1779,-96.0164
City of Marlin Fire Department,Marlin,101 Fortune St.,Falls,31.307612,-96.898411
City of Midland FD,Midland,1500 W. Wall,Midland,31.998717,-102.085383
"City of Milano VFD, INC",Milano,305 East Ave C ,Milam,30.710249,-96.861303
City of Moran VFD,Moran,340 Fisher street,Shackelford,32.5454,-99.1653
City of Novice VFD,Novice,241 East Commercial,Coleman,31.988368,-99.630306
City of Orange,Orange,501 N. 7th Street,Orange,30.092989,-93.736556
City of Smiley Volunteer Fire Department,Smiley,208 FM 108 N,Gonzales,29.267722,-97.635861
City of Taylor Fire Dept.,Taylor,304 E. 3rd Street,Williamson,30.5693,-97.4067
City of Terrell Fire Department,Terrell,201 East Nash StreetSta2  225 Baker ST.,Kaufman,32.737296,-96.276042
City of Tye Fire Department,Tye,219 NORTH ST,Taylor,32.459,-99.8721
City of Tyler Fire Department,Tyler,1718 W. Houston,Smith,32.343351,-95.320323
Clarendon Vol. Fire Dept.,Clarendon,112 South Sully Street,Donley,34.9388,-100.8887
Clarksville City - Warren City VFD,Gladewater,610 Texas Street,Gregg,32.536322,-94.904225
Clarksville Fire Department,Clarksville,300 N Pecan Street,Red River,33.562313,-95.097114
Claude Fire Department,Claude,107 Parks,Armstrong,35.10968,-101.36072
Clayton VFD,Clayton,4855 State Hwy. 315,Panola,32.098333,-94.478611
Cleburne Fire Department,Cleburne ,114 West Wardville,Johnson,32.348229,-97.387248
Cleveland Fire Dept.,Cleveland,207 E. Boothe St.,Liberty,30.344247,-95.085298
Clifton Vol. Fire Dept.,Clifton,203 NORTH AVE E,Bosque,31.78503,-97.57625
Clint Fire Dept,Clint,1501 N. FM 1110,El Paso,31.59188,-106.224039
Clute VFD,Clute,231 Commerce St.,Brazoria,29.0127,-95.4018
Clyde VFD,Clyde,911 S 1ST ST W,Callahan,32.405078,-99.505808
Cockrell Hill Fire Department,Dallas,4125 W. Clarendon Dr.,Dallas,32.735097,-96.888477
Coffee City VFD,Coffee City,7019 Pleasant Ridge Rd,Henderson,32.0897,-95.493
Coke/Pleasant Grove VFD,Como,3918 W. FM 515,Wood,32.92434,-95.43378
Coldspring Volunteer Fire Department,Coldspring,20 HILL AVENUE,San Jacinto,30.593736,-95.128142
Coleman Fire Department,Coleman,117 N Concho,Coleman,31.8318,-99.4244
College Mound FD,Kaufman,1115 COUNTY RD 133,Kaufman,32.636967,-96.16135
College Station Fire Department,College Station,300 Krenek Tap Road,Brazos,30.6059,-96.3029
Collegeport VFD,Collegeport,none given,Matagorda,28.725108,-96.179379
Colleyville Fire Department,Colleyville,5209 Colleyville Blvd,Tarrant,32.8902,-97.143205
Collinsville Fire Dept.,Collinsville,117 Woodland st.,Grayson,33.561083,-96.910667
Colmesneil VFD,Colmesneil,304 N. Wheeler,Tyler,30.9088,-94.423
Colorado City FD,Colorado City,620 E 11th St,Mitchell,32.397359,-100.859517
Columbus VFD,Columbus,602 Spring,Colorado,29.7055,-96.5422
Comanche Volunteer Fire Department Inc.,Comanche,219 North Austin,Comanche,31.897148,-98.607959
Combine VFD,Combine,125 Davis Rd,Kaufman,32.588185,-96.509289
Comfort VFD,Comfort,224 FM 473 West,Kendall,29.9703,-98.9091
Commerce Fire Department,Commerce,1103 Sycamore St.,Hunt,33.24884,-95.899302
Community Four VFD,Waskom,112 FM 9 S,Panola,32.358467,-94.09173
Community VFD,Houston,16003 bellaire blvd,Harris,29.7005,-95.6677
Como VFD,Como,103 Gaskins St. ,Hopkins,33.061767,-95.47205
Concan VFD,Concan,#1 MARAPOSA STREET,Uvalde,29.515317,-99.696583
Conroe Fire Department,Conroe,700 Old Montgomery Rd.,Montgomery,30.3125,-95.4584
Converse Fire & EMS,Converse,602 Toepperwein Street,Bexar,29.5228,-98.3196
Cooks Point  VFD,Caldwell,300  F.M.  1362 S.,Burleson,30.592921,-96.608693
Cookville VFD,Cookville,814 CR  4045,Titus,33.18465,-94.86265
Cool-Garner Vol. Fire Dept.,Weatherford,2290 GARNERSCHOOL RD,Parker,32.834201,-97.984896
Coolidge VFD,Coolidge,114 Bell St.,Limestone,31.754383,-96.649254
Cooper VFD,Cooper,91 NORTHSIDE SQUARE,Delta,33.37475,-95.687783
Coppell Fire Dept,Coppell,265 East Parkway Blvd,Dallas,32.9757,-96.9908
Copperas Cove Fire Department,Copperas Cove,415 South Main Street,Coryell,31.121054,-97.902834
Corbet - Oak Valley VFD,Corsicana,1690 FM 2452,Navarro,32.007527,-96.537452
Corpus Christi FD,Corpus Christi,2406 Leopard St.,Nueces,27.796766,-97.416814
Corrigan VFD Inc,Corrigan,1001 NORTH HOME STREET,Polk,31.01317,-94.82474
Corsicana Fire Rescue,Corsicana,2975 Drane Rd,Navarro,32.0759,-96.5145
Coryell City/Osage VFD,Gatesville, 301 CR 255,Coryell,31.5476,-97.6001
Cottondale VFD,Paradise,2852 cr 3555 ,Wise,33.068193,-97.707772
Cottonwood Shores Volunteer Fire Department,Cottonwood Shores,610 Birch Lane,Burnet,30.550817,-98.32575
Cottonwood VFCG,Cross Plains,13045 CR 429,Callahan,32.205556,-99.205
Cotulla Vol. Fire Department,Cotulla,702 North Main,La Salle,28.442062,-99.235506
County Road 143 VFD,Alvin,19017  Count Road 143,Brazoria,29.4715,-95.296833
Coupland VFD Inc,Coupland,403 FM 1466,Williamson,30.4598,-97.389
Cove Fire & Rescue,Cove ,5735 FM 565 South,Chambers,29.806817,-94.837462
Covington VFD,Covington,606 South Main St.,Hill,32.1742,-97.2535
Crabbs Prairie Fire Department,Huntsville,28 FM 1696 W,Walker,30.7529,-95.6522
Crafton VFD,Chico,208 CR 1874,Wise,33.369667,-97.906333
Crandall Volunteer Fire Department,Crandall,500 E. May St.,Kaufman,32.6177,-96.4517
Crane Fire Dept.,Crane,212 W 6th,Crane,31.397243,-102.352365
Cranfills Gap Vol Fire Dept.,Cranfills Gap,13539 State Hwy 22,Bosque,31.7775,-97.83361
Crawford VFD,Crawford,245 N Ave F,McLennan,31.5354,-97.4445
Cresson VFD,Cresson,105 S. CROOK ST,Hood,32.5302,-97.619
Crims Chapel VFD,Henderson,3717 CR 241 E,Rusk,32.26868,-94.80321
Crockett County Volunteer Fire Department,Ozona,905 Avenue D,Crockett,30.7112,-101.2007
Crockett FD,Crockett,202 North 6th,Houston,31.319444,-95.455556
Crosby Volunteer Fire Department,Crosby,123 Diamondhead Blvd S,Harris,29.9137,-95.0721
Crosbyton Volunteer Fire Department,Crosbyton,121 South Ayshire,Crosby,33.659694,-101.237925
Cross Plains Volunteer Fire Dept,Cross Plains,300 S.Ave. F.,Callahan,32.124108,-99.168879
Crossroads-Cornett VFD,Hughes Springs,5286 fm 250 N,Cass,33.0732,-94.582517
Crowell V.F.D,CROWELL,301 S. Main,Foard,33.9818,-99.7247
Crowley Fire Department,Crowley,201 E. Main St.,Tarrant,32.5792,-97.357
Crutch Ranch VFD,Borger,9594 Crutch Ranch Rd,Hutchinson,35.6602,-101.3576
Crystal Beach Volunteer Fire- Rescue-EMS,Crystal Beach,930 Noble Carl Dr.,Galveston,29.455,-94.638
Crystal City VFD,Crystal City,201 W. Zavala Street,Zavala,28.678367,-99.829342
Cuero  Volunteer Fire Department,Cuero,219 E. Main,DeWitt,29.08975,-97.290057
Cuero Fire Department,Cuero,219 E. Main St,DeWitt,29.089836,-97.289909
Cumby Fire Department,Cumby,101 Main St,Hopkins,33.137478,-95.839453
Cundiff VFD,Jacksboro,3211 FM 1810,Jack,33.276167,-98.169667
Cunningham VFD,Cunningham,FM 196,Lamar,33.4264,-95.3543
Cushing VFD,Cushing,782 Walnut St. ,Nacogdoches,31.8145,-94.839333
Cuthand Community VFD,Bogata,94 FM 1412,Red River,33.4629,-95.0563
Cy-Fair Fire Deptartment,Houston Tx,10710 Telge Road,Harris,29.9285,-95.6452
Cypress Creek Fire Department,Cypress,11900 Cypress North Houston Dr.,Harris,29.9529,-95.5995
Cypress Lake VFD,Cleveland,109 WOOD FERN DRIVE,Liberty,30.282778,-94.832778
DaCosta VFD,DaCosta,144 Commerce Ave,Victoria,28.72,-96.873333
Daingerfield Fire Department,Daingerfield,823 W Watson Blvd,Morris,33.031196,-94.732063
Dale VFD,Dale,1414 FM 1854,Caldwell,29.92717,-97.56475
Dalhart VFD,Dalhart,110 Denrock,Dallam,36.06427,-102.52327
Dallas County Fire Rescue,Dallas,1936 Beltline Rd,Dallas,32.6753,-96.6049
Dallas Fire & Rescue Department,Dallas,"1500 Marilla, 74 South",Dallas,32.7763,-96.7973
Dalworthington Gardens FD,Dalworthington Gardens,2600 Roosevelt Drive,Tarrant,32.7021,-97.1559
Dam Volunteer Fire Department,Brownwood,130 Hightop St,Brown,31.834933,-99.013017
DAM-B VFD,WOODVILLE,2988 FM 92 South,Tyler,30.8148,-94.207
Damon FD,Damon,3523 Cedar St,Brazoria,29.2904,-95.7333
Danbury Fire Dept.,Danbury,6010 5th Street,Brazoria,29.228311,-95.344947
"Danevang Volunteer Fire Department, INC.",Danevang,10753 HWY 71 S,Wharton,29.0654,-96.208
"Davis Mountains Property Owners VFD, Inc",Fort Davis,101A Yellow Knife Trail (DMR),Jeff Davis,30.624151,-104.093011
