X,Y,OBJECTID,StationName,WXID,ObservedDate,NESSID,NWSID,Elevation,SiteDescription,Latitude,Longitude,State,County,Agency,Region,Unit,SubUnit,Status,RainAccumulation,WindSpeedMPH,WindDirDegrees,AirTempStandPlace,FuelTemp,RelativeHumidity,BatteryVoltage,FuelMoisture,WindDirPeak,WindSpeedPeak,SolarRadiation,StationID
-109.78592,48.2552900000001,2058,ROCKY BOY,16780084,2022/08/19 19:18:00+00,5210139C,240601,3789,"STATION SITS BEHIND THE ROCKY BOY BIA HQ. AREA AROUND
STATION IS ROLLING HILLS, WITH GRASSES AND SPARCE CONIFERS.
STONE CHILD COLLEGE, NW OF STATION ABOUT 3/8 OF A MILE.

AREA BIA FREQ = S-167.125, R-166.275, CODE-3412",48.25529,-109.78592,MT,Hill,BIA,Rocky Mountain,Rocky Boy Agency,Chippewa Cree Tribe,A,9.78 inches,5 mph,178 degrees ,86 deg. F,NO DATA,19 % ,13.2 volts,NO DATA,104 degrees,14 mph,799 w/m2,16780084
-122.41169,39.01883,2059,COUNTY LINE,16804417,2022/03/15 12:36:59+00,32657678,041410,2085,SITS ON A SMALL KNOLL NEAR A LARGE PINE TREE.  AND ISSURROUNDED BY 4' TO 6' MANZENETA BRUSH.,39.01883,-122.41169,CA,Lake,BLM,CALIFORNIA,UKIAH,WASHINGTON D.C.,1,12.25 inches,14 mph,245 degrees ,50 deg. F,NO DATA,100 % ,12.9 volts,NO DATA,231 degrees,20 mph,0 w/m2,16804417
-73.6,44.6000000000001,2060,SCHUYLER FALLS,,2022/08/31 13:02:00+00,,,,,,,,,,,,,,19.51 inches,3 mph,NO DATA,67 deg. F,NO DATA,68 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17431839
-74.5373299999999,41.26147,2061,WALLKILL RIVER NWR,17173044,2022/03/15 12:57:00+00,8377F292,305803,278,Stations has been taken down and will be moved to Wallkill NJ had Trileg Upgrade 2018,41.26147,-74.53733,NJ,Sussex,FWS,REGION 5,WALLKILL RIVER NWR,OWENS STATION,1,4.35 inches,10 mph,214 degrees ,44 deg. F,NO DATA,60 % ,14.2 volts,NO DATA,211 degrees,14 mph,148 w/m2,17173044
-109.89639,44.4855600000001,2062,EAGLE,17193000,2022/06/01 03:57:00+00,326FA142,480214,7500,,44.48556,-109.89639,WY,Park,USFS,02,SHOSHONE NF,,A,5.24 inches,5 mph,135 degrees ,37 deg. F,NO DATA,75 % ,12.9 volts,NO DATA,128 degrees,11 mph,1 w/m2,17193000
-124.04528,42.24222,2063,QUAIL PRAIRIE LOOKOUT,16988969,2022/03/15 12:39:00+00,3245420C,352915,3183,FIRE WX ZONE: 619 This site is next to a fire lookout towersite is approx. 100ft from it. This is a tower tpye RAWS.,42.24222,-124.04528,OR,Curry,USFS,06,ROGUE RIVER/SISKIYOU,CHETCO DIST,1,14.91 inches,12 mph,210 degrees ,42 deg. F,64 deg. F ,100 % ,12.8 volts,25.9 (unk),217 degrees,22 mph,0 w/m2,16988969
-105.51917,41.9672200000001,2064,DODGE CREEK,16874296,2022/08/10 21:43:59+00,3276E38A,482106,7100,"STATION ON KNOLL BETWEEN TWO DRAWS.
SURROUNDED BY ROLLING HILLS.
SMALL RESERVOIR LOCATED @ 1/2 MI. WEST.",41.96722,-105.51917,WY,Albany,BLM,R7 Upper CO Basin,RAWLINS,WASHINGTON D.C.,A,4.13 inches,11 mph,140 degrees ,85 deg. F,NO DATA,18 % ,13.3 volts,NO DATA,138 degrees,28 mph,825 w/m2,16874296
-118.8105,36.1363900000001,2065,SQF01 PORTABLE,16953127,2022/02/02 17:48:59+00,3239B6B8,049909,1053,,36.13639,-118.8105,CA,Tulare,USFS,05,SEQUOIA NF,,2,0 inches,3 mph,274 degrees ,29 deg. F,44 deg. F ,61 % ,14.4 volts,10.8 (unk),278 degrees,5 mph,350 w/m2,16953127
-123.49629,40.7214900000001,2066,UNDERWOOD,17245245,2022/06/02 04:25:00+00,32748398,040519,2625,"Middle third of the slope. River is at 960' and the top is
4,615'. Station is located in the middle of a plantation.",40.72149,-123.49629,CA,Trinity,USFS,05,SIX RIVERS NF,LOWER TRINITY RD,A,30.35 inches,0 mph,35 degrees ,60 deg. F,55 deg. F ,35 % ,13.1 volts,6 (unk),342 degrees,2 mph,3 w/m2,17245245
-103.73583,42.4250000000001,2067,AGATE,17136675,2022/03/21 03:14:00+00,FA6643F2,250105,4400,The weather station is located in the field just west ofthe Visitor Center.,42.425,-103.73583,NE,Sioux,NPS,MIDWEST,AGATE FOSSIL BEDS NM,N. GREAT PLAINS,1,.5 inches,3 mph,18 degrees ,48 deg. F,44 deg. F ,47 % ,13.3 volts,6.1 (unk),339 degrees,8 mph,0 w/m2,17136675
-109.75531,40.02772,2068,ASHLEY #3 PORTABLE,17388373,2021/12/09 16:05:59+00,3333F542,,4697,,40.02772,-109.75531,UT,Duchesne,USFS,04,ASHLEY NF,,2,0 inches,2 mph,29 degrees ,33 deg. F,NO DATA,81 % ,12.6 volts,NO DATA,50 degrees,5 mph,NO DATA,17388373
-120.52785,38.62609,2069,STEELY FORK,17207598,2022/06/30 08:18:00+00,326EA3B8,042615,4010,Relocated from the Grizzly Flat RAWS site on 7/8/2010.  This site is approximately 2 miles ENE of the former site and 330 feet higher.,38.62609,-120.52785,CA,El Dorado,USFS,05,ELDORADO NF,CAMINO ECC,A,33.82 inches,6 mph,111 degrees ,71 deg. F,65 deg. F ,21 % ,12.8 volts,4.1 (unk),107 degrees,14 mph,0 w/m2,17207598
-111.46924,37.88975,2070,WILLOW GULCH,,2022/08/31 12:36:59+00,,,,,,,,,,,,,,34.13 inches,3 mph,NO DATA,70 deg. F,NO DATA,19 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19052046
-108.56167,38.2333300000001,2071,NUCLA,17145643,2022/05/02 22:57:59+00,3251D5CA,053807,5860,STATION SITS 3-4 MILES NORTH OF NATURITA RIDGE AND 15-20MILES NORTHWEST OF LONE CONE PEAK. THE NUCLA AIRPORT IS1 MILE NORTH OF THE SITE.,38.23333,-108.56167,CO,Montrose,BLM,COLORADO,MONTROSE,,A,1.33 inches,6 mph,262 degrees ,72 deg. F,NO DATA,17 % ,13.8 volts,NO DATA,181 degrees,19 mph,713 w/m2,17145643
-108.52197,40.37683,2072,CALICO,17520422,2022/03/15 12:54:00+00,329157BA,,6720,"STATION IS APPROX 4 MILES NORTH WEST OF ELK SPRINGS,COLORAD AT THE TOP OF CALICO DRAW.",40.37683,-108.52197,CO,Moffat,BLM,COLORADO,CRAIG,,1,.54 inches,7 mph,179 degrees ,27 deg. F,NO DATA,67 % ,12.7 volts,NO DATA,187 degrees,9 mph,0 w/m2,17520422
-113.17717,42.9858100000001,2073,CRYSTAL,16820543,2022/05/13 19:47:00+00,325140A8,103703,5055,"HIGH ROLLING DESERT INCREASING IN ELEVATION TO THE NORTH.
STATION SURROUNDED BY SMALL ROLLING HILLS, MOSTLY N. TO S.
LAND COVER IS ENTIRELY SAGEBRUSH AND GRASSES WITH LAVA ROCK.",42.98581,-113.17717,ID,Power,BLM,R9 Columbia Pac NW,IDAHO FALLS,WASHINGTON D.C.,A,1.59 inches,24 mph,267 degrees ,54 deg. F,NO DATA,36 % ,13.7 volts,NO DATA,259 degrees,41 mph,708 w/m2,16820543
-94.35992,47.4008600000001,2074,CHIPPEWA PORT #1,17417836,2022/07/07 14:00:00+00,3288450E,090301,1226,"Located Lydick Brook Rx, T145N R29W Sec. 4",47.40086,-94.35992,MN,Cass,USFS,09,CHIPPEWA NF,BLACKDUCK RD,A,4.94 inches,0 mph,193 degrees ,73 deg. F,73 deg. F ,86 % ,12.8 volts,23.6 (unk),192 degrees,0 mph,NO DATA,17417836
-87.28306,36.0650000000001,2075,BURNS,17396255,2022/03/04 04:07:00+00,0260A18E,402102,706,,36.065,-87.28306,TN,Dickson,S&PF,TENNESSEE,DIVISION OF FORESTRY,Highland Rim,1,15.5 inches,2 mph,104 degrees ,56 deg. F,NO DATA,57 % ,12.8 volts,NO DATA,109 degrees,7 mph,0 w/m2,17396255
-123.76116,47.3777600000001,2076,HUMPTULLIPS,16985395,2022/03/15 13:09:00+00,32465674,450312,2230,FIRE WX FORECAST ZONE: 652,47.37776,-123.76116,WA,Grays Harbor,USFS,06,OLYMPIC NF,PACIFIC RD,1,136.19 inches,8 mph,263 degrees ,39 deg. F,NO DATA,100 % ,12.8 volts,NO DATA,261 degrees,21 mph,0 w/m2,16985395
-79.08485,33.9368000000001,2077,HORRY,18550287,2022/03/15 12:42:00+00,3250C446,,8,,33.9368,-79.08485,SC,Horry,S&PF,SOUTH CAROLINA,FORESTRY COMMISSION,,1,5.3 inches,0 mph,NO DATA,47 deg. F,NO DATA,96 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18550287
-81.38222,31.9775100000001,2078,RICHMOND HILL,,2022/04/28 18:35:00+00,,,,,,,,,,,,,,8.26 inches,3 mph,NO DATA,79 deg. F,NO DATA,27 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19365126
-122.42778,44.5922200000001,2079,YELLOWSTONE MTN.,16860742,2022/03/15 13:18:00+00,3249E368,352024,3080,SITE SITS IN OLD BURN TURNED PLANTATION.  LOCATED AT 50 YDSFROM TOP OF RIDGE WITH SNOWPEAK APPROX. 2 MILES NORTHWEST OFSITE.  SURROUNDING AREA IS DOUGLAS FIR FORESTS.,44.59222,-122.42778,OR,Linn,BLM,OREGON,SALEM,OR & CA RR PROP,1,22.31 inches,3 mph,215 degrees ,37 deg. F,NO DATA,98 % ,12.7 volts,NO DATA,191 degrees,16 mph,0 w/m2,16860742
-120.33753,41.0540800000001,2080,BLUE DOOR,16803122,2022/03/15 12:59:59+00,3255F61C,040725,5927,SITE SITS IN VALLEY WITH RANGING RIDGE LINES IN ALLDIRECTIONS..2-3 FOOT SAGE WITH SOME GRASSES AND JUNIPER..EXTREEM ROCKY CONDITIONS..FENCE LINE 30 YDS NORTH OF STA..STA IS ACCESSED BY FOOT LAST 100 YDS..,41.05408,-120.33753,CA,Lassen,BLM,CALIFORNIA,SUSANVILLE,WASHINGTON D.C.,1,7.7 inches,3 mph,313 degrees ,38 deg. F,NO DATA,54 % ,14.5 volts,NO DATA,353 degrees,16 mph,164 w/m2,16803122
-92.8687199999999,36.64939,2081,AVA,17068592,2022/08/31 12:54:00+00,32720542,238502,1100,Open Field (Tidwell),36.64939,-92.86872,MO,Douglas,USFS,09,MARK TWAIN NF,AVA/CASS/WILLOW RD,A,37.86 inches,2 mph,123 degrees ,71 deg. F,64 deg. F ,64 % ,12.7 volts,22.4 (unk),118 degrees,4 mph,75 w/m2,17068592
-120.31939,41.78142,2082,COLD SPRINGS,17465126,2022/07/07 13:59:00+00,328E2026,040314,6379,"long flat east west running ridge with fir, pine and sage",41.78142,-120.31939,CA,Modoc,USFS,05,MODOC NF,WARNER MOUNTAIN,A,9.84 inches,0 mph,243 degrees ,50 deg. F,46 deg. F ,76 % ,12.9 volts,9 (unk),257 degrees,2 mph,82 w/m2,17465126
-118.92194,44.6661100000001,2083,KEENEY TWO,17020965,2022/05/04 00:29:00+00,326C6352,352332,5120,"Site sits on rocky knob in the Kahler Butte area. The town
of Long Crk. is NW 9 mi. Long Ck drainage is W of site &
runs N to S. Mtn ridges and drainages are in all directions.
Vegetation is P pine, Juniphers, and Mohogany.",44.66611,-118.92194,OR,Grant,USFS,06,MALHEUR NF,LONG CREEK RD,A,7.79 inches,2 mph,359 degrees ,48 deg. F,51 deg. F ,69 % ,13.8 volts,18.9 (unk),281 degrees,10 mph,335 w/m2,17020965
-107.57381,41.30906,2084,COW CREEK,16874547,2022/05/05 00:43:59+00,3278471A,482011,7234,"SITE ON SOUTH RIM OF DEEP GULCH BESIDE A ROCK MARKER.ROLLING HILLS AROUND, OIL WELLS STRAIGHT ACROSS GULCH.COW CREEK IS WEST OF SITE APPROX. SEVEN MILES.",41.30906,-107.57381,WY,Carbon,BLM,WYOMING,RAWLINS,WASHINGTON D.C.,A,.88 inches,2 mph,330 degrees ,38 deg. F,NO DATA,98 % ,14.4 volts,NO DATA,229 degrees,12 mph,106 w/m2,16874547
-118.26108,36.0934500000001,2085,BLACKROCK,17020207,2022/05/25 20:53:00+00,3231C48E,044722,8114,STATION SITS JUST SOUTH AND BELOW THE BLACKROCK HELIPAD.AREA IS SURROUNDED BY 20-30 PINES.,36.09345,-118.26108,CA,Tulare,USFS,05,SEQUOIA NF,KERN RIVER RD,A,4.55 inches,7 mph,179 degrees ,76 deg. F,91 deg. F ,14 % ,13.3 volts,4.3 (unk),108 degrees,14 mph,976 w/m2,17020207
-117.22906,33.5181000000001,2086,SANTA ROSA PLATEAU,17102628,2022/08/31 12:55:00+00,CA4A6332,045623,1987,,33.5181,-117.22906,CA,Riverside,S&PF,CALIFORNIA,CDF,RIVERSIDE UNIT,A,12.7 inches,7 mph,29 degrees ,79 deg. F,75 deg. F ,30 % ,12.9 volts,6.4 (unk),17 degrees,9 mph,0 w/m2,17102628
-88.32167,35.155,2087,SHILOH NMP,17397279,2022/03/15 13:08:00+00,0260E284,408302,420,,35.155,-88.32167,TN,Hardin,S&PF,TENNESSEE,DIVISION OF FORESTRY,Highland Rim,1,15.46 inches,0 mph,115 degrees ,53 deg. F,NO DATA,53 % ,12.9 volts,NO DATA,103 degrees,3 mph,15 w/m2,17397279
-112.12056,35.9883300000001,2088,TUSAYAN,17076523,2022/03/15 13:08:00+00,328305AC,020207,6570,Behind Tusayan ranger station in a fenced area with tallponderosa surrounding the site.  Exposure is marginal tofair from the SW as trees break somewhat.  Location is notlikely to experience high winds due to sheltering.,35.98833,-112.12056,AZ,Coconino,USFS,03,KAIBAB NF,,1,1.95 inches,2 mph,52 degrees ,24 deg. F,22 deg. F ,87 % ,12.9 volts,12.7 (unk),48 degrees,3 mph,0 w/m2,17076523
-80.17922,37.55742,2089,CRAIG VALLEY,17048612,2022/03/28 10:08:00+00,3289B770,444002,2702,Potts Mountain siteFIRE WX ZONE:  13NEW CASTLE RANGER DISTRICT OFFICE,37.55742,-80.17922,VA,Craig,USFS,08,G.WASH & JEFFERSON,NEW CASTLE RD,1,9.58 inches,8 mph,114 degrees ,23 deg. F,21 deg. F ,60 % ,12.8 volts,5.4 (unk),70 degrees,22 mph,0 w/m2,17048612
-72.08832,42.8428200000001,2090,MONADNOCK,19820040,2022/06/20 23:32:00+00,32B8F0F0,270051,1408,,42.84282,-72.08832,NH,Cheshire,S&PF,NEW HAMPSHIRE,NOT APPLICABLE,White Mountain NF,D,5.55 inches,0 mph,320 degrees ,63 deg. F,61 deg. F ,54 % ,13.8 volts,7.9 (unk),101 degrees,NO DATA,51 w/m2,19820040
-119.93933,41.91072,2091,BARREL SPRINGS,16803889,2022/03/15 12:59:59+00,32578578,260111,5731,SITE SITS ON OPEN PLATEAU...HAVE LOW SAGE AND SCATTEREDGRASSES..JUNIPERS ON ALL SIDES AT 400 TO 1500 YDS..ROCKBASE WITH HARD PACK GRND..HIGH VOLTAGE LINES 1 MILE EASTMAIN DRAINAGE 500 YDS EAST.,41.91072,-119.93933,NV,Washoe,BLM,CALIFORNIA,SUSANVILLE,WASHINGTON D.C.,1,6 inches,6 mph,203 degrees ,33 deg. F,NO DATA,100 % ,13 volts,NO DATA,207 degrees,9 mph,0 w/m2,16803889
-103.15833,32.1356500000001,2092,CARLSBAD PORTABLE,17399868,2022/03/15 12:41:00+00,327A347E,,3100,,32.13565,-103.15833,NM,Lea,BLM,NEW MEXICO,CARLSBAD,,1,0 inches,5 mph,228 degrees ,37 deg. F,31 deg. F ,44 % ,12.8 volts,3.9 (unk),232 degrees,6 mph,0 w/m2,17399868
-108.50389,47.91189,2093,ZORTMAN BLM,16828722,2022/05/02 23:32:00+00,324AE466,240807,3980,SITE IS LOCATED IN ENCLOSED GRASS FIELD IN THE BACK AREA OF THE ZORTMAN BLM FIRE STATION.,47.91189,-108.50389,MT,Phillips,BLM,MONTANA,LEWISTOWN,WASHINGTON D.C.,A,1.38 inches,14 mph,122 degrees ,54 deg. F,NO DATA,52 % ,14 volts,NO DATA,127 degrees,23 mph,269 w/m2,16828722
-117.76056,34.20694,2094,TANBARK,16950574,2022/08/01 22:01:00+00,324837FA,045421,2600,"STATION SITS ON RIDGE ABOVE TANBARK RESOURCE STATION. THEREARE MANY MANUAL W/G CLOSE TO TOWER AND OTHER TOWERSIN VACINITY.  Use Fuel Model 40, SH7 for this site",34.20694,-117.76056,CA,Los Angeles,USFS,05,ANGELES NF,SGRRD,A,18.75 inches,9 mph,227 degrees ,89 deg. F,102 deg. F ,35 % ,13.2 volts,7.1 (unk),204 degrees,14 mph,918 w/m2,16950574
-84.40178,30.4581900000001,2095,TALLAHASSEE FORESTRY CNTR,19743751,2022/08/31 12:59:59+00,32B4FFBE,080803,167,,30.45819,-84.40178,FL,Leon,S&PF,FLORIDA,DIVISION OF FORESTRY,Florida FS,A,47 inches,0 mph,33 degrees ,75 deg. F,75 deg. F ,97 % ,12.9 volts,25 (unk),346 degrees,NO DATA,28 w/m2,19743751
-117.10583,33.3611100000001,2096,PALA,17568528,2022/08/31 12:49:59+00,CA80250E,,455,,33.36111,-117.10583,CA,San Diego,S&PF,CALIFORNIA,,San Diego Gas & Elec,A,8.59 inches,1 mph,21 degrees ,66 deg. F,64 deg. F ,70 % ,12.6 volts,8.9 (unk),42 degrees,6 mph,0 w/m2,17568528
-113.03889,37.39167,2097,LAVA POINT RAWS,17033545,2022/06/06 14:26:00+00,FA61745C,422807,7890,"Flat, rocky site.  Low shrub meadow, aspens surrounding
meadow.  Broad lava plateau.  Former manual weather station.
422801 was located in same general area, but nearer plateau",37.39167,-113.03889,UT,Washington,NPS,INTERMOUNTAIN,ZION NP,,A,8.64 inches,4 mph,242 degrees ,63 deg. F,63 deg. F ,3 % ,13 volts,6.5 (unk),248 degrees,9 mph,147 w/m2,17033545
-114.68583,46.51178,2098,POWELL,16916030,2022/04/29 20:16:59+00,32375122,101031,3666,Sits on a small knoll to the East and above the Elk Summitroad on a fairly harsh site.  A jeep trail leads to within100 yards of the station and then the knoll must be hiked.,46.51178,-114.68583,ID,Idaho,USFS,01,NEZ PERCE-CLEARWATER,POWELL RD,A,0 inches,3 mph,286 degrees ,51 deg. F,NO DATA,50 % ,13.8 volts,NO DATA,326 degrees,13 mph,456 w/m2,16916030
-104.95278,38.9586100000001,2099,RAMPART RANGE,,2022/03/15 12:35:00+00,,,,,,,,,,,,,,0.56 inches,18 mph,NO DATA,35 deg. F,NO DATA,12 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17603095
-141.662,66.80981,2100,SALMON TROUT,16785952,2022/05/02 23:11:00+00,3243A130,500412,2216,,66.80981,-141.662,AK,,BLM,ALASKA,ALASKA FIRE SERVICE,,A,8.18 inches,6 mph,185 degrees ,49 deg. F,NO DATA,44 % ,14 volts,NO DATA,224 degrees,15 mph,419 w/m2,16785952
-116.60882,32.6058600000001,2101,POTRERO,17101356,2022/08/31 13:28:00+00,CA4535DC,045730,2345,,32.60586,-116.60882,CA,San Diego,S&PF,CALIFORNIA,CDF,SAN DIEGO UNIT,A,11.94 inches,0 mph,114 degrees ,66 deg. F,64 deg. F ,59 % ,12.6 volts,9.9 (unk),287 degrees,3 mph,1 w/m2,17101356
-116.81125,33.8360900000001,2102,VISTA GRANDE,17538079,2022/01/13 10:01:00+00,AAA9802A,045612,4906,,33.83609,-116.81125,CA,Riverside,USFS,05,SAN BERNARDINO NF,SAN JACINTO RD,1,4.38 inches,3 mph,192 degrees ,55 deg. F,NO DATA,9 % ,12.6 volts,NO DATA,215 degrees,6 mph,0 w/m2,17538079
-107.74263,42.32737,2103,MICRO BLM #1 (WORLAND),17292643,2022/02/22 12:07:00+00,327AC4FA,,8030,,42.32737,-107.74263,WY,Fremont,BLM,WYOMING,WORLAND,Lander Field Office,2,0 inches,3 mph,118 degrees ,27 deg. F,NO DATA,64 % ,12.7 volts,NO DATA,102 degrees,7 mph,0 w/m2,17292643
-120.09372,40.05886,2104,DOYLE,16840760,2022/03/15 13:11:00+00,325694F4,040724,4320,STATION SITS 1 MILE EAST OF THE TOWN OF DOYLE IN OPEN SAGEBRUSHYOU CAN SEE IT ON THE EAST SIDE OF THE ROAD.,40.05886,-120.09372,CA,Lassen,BLM,NEVADA,CARSON CITY,WASHINGTON D.C.,1,8.25 inches,10 mph,291 degrees ,51 deg. F,NO DATA,35 % ,13.3 volts,NO DATA,288 degrees,18 mph,265 w/m2,16840760
-123.53578,45.2173100000001,2105,RYE MOUNTAIN,16860487,2022/07/21 00:14:59+00,324B73FE,350505,2000,"STATION SITS IN BURNT OUT AREA WITH GRASS/STUMPS/LOGS.
FUR SEEDLINGS HAVE GROWN TO 20 TO 30 FEET TALL.
MUTANT FERNS GROW UPTO 7 FEET TALL, ALL AROUND STATION.",45.21731,-123.53578,OR,Yamhill,BLM,R9 Columbia Pac NW,SALEM,OR & CA RR PROP,A,50.51 inches,1 mph,275 degrees ,81 deg. F,NO DATA,48 % ,13.3 volts,NO DATA,88 degrees,5 mph,672 w/m2,16860487
-116.20861,43.55972,2106,IRAWS 21,,2022/02/24 13:47:00+00,,,,,,,,,,,,,,0 inches,2 mph,NO DATA,22 deg. F,NO DATA,61 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17982114
-85.62772,46.4570000000001,2107,SPINCICH LAKE,17368873,2022/07/20 12:01:59+00,080003C2,201302,273,,46.457,-85.62772,MI,Luce,S&PF,MICHIGAN,DEPT OF NATURAL RES.,,A,9.4 inches,4 mph,215 degrees ,71 deg. F,70 deg. F ,91 % ,13.2 volts,24.3 (unk),219 degrees,12 mph,83 w/m2,17368873
-116.02547,43.2025300000001,2108,IDARNG2_RG14,,2022/04/28 19:25:00+00,,,,,,,,,,,,,,2.05 inches,7 mph,NO DATA,61 deg. F,NO DATA,33 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17844246
-124.141,41.8853100000001,2109,SMITH RIVER,19702788,2022/08/31 13:07:00+00,32B58506,,1574,,41.88531,-124.141,CA,Del Norte,S&PF,CALIFORNIA,,Pacific Power,A,28.31 inches,0 mph,273 degrees ,55 deg. F,55 deg. F ,100 % ,12.7 volts,23.7 (unk),280 degrees,NO DATA,0 w/m2,19702788
-112.97778,37.2047200000001,2110,ZION CANYON,17337904,2022/03/15 13:28:00+00,FA63B4B6,422808,3999,"Station is located in Zion Canyon.  It is located north/east
of the Watchman housing area.  Vegetation in the area is
dominated by cheatgrass with some shadscale shrubs and some
scattered juniper.  Station is on the eastern edge of canyon
floor. Other nearby vegetation is cottonwoods by virgin rivr",37.20472,-112.97778,UT,Washington,NPS,INTERMOUNTAIN,ZION NP,,1,6.95 inches,15 mph,354 degrees ,44 deg. F,NO DATA,36 % ,12.8 volts,NO DATA,356 degrees,24 mph,0 w/m2,17337904
-122.77797,40.9859500000001,2111,IRAWS 16,,2022/02/23 12:46:00+00,,,,,,,,,,,,,,0 inches,2 mph,NO DATA,15 deg. F,NO DATA,68 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17967508
-150.98583,61.9358300000001,2112,BENTALIT,17197087,2022/08/31 13:12:00+00,15DEC222,500966,150,,61.93583,-150.98583,AK,Matanuska-Susitna,S&PF,ALASKA,,,A,8.62 inches,1 mph,125 degrees ,52 deg. F,NO DATA,99 % ,12.8 volts,NO DATA,126 degrees,6 mph,0 w/m2,17197087
-94.04556,33.3738900000001,2113,TEXARKANA,17322015,2022/03/15 13:05:00+00,884071E6,410501,200,,33.37389,-94.04556,TX,Bowie,S&PF,TEXAS,TEXAS FOREST SERVICE,East,1,8.75 inches,3 mph,208 degrees ,53 deg. F,53 deg. F ,100 % ,12.9 volts,25.5 (unk),217 degrees,11 mph,3 w/m2,17322015
-122.94653,42.9296200000001,2114,UMPQUA PORTABLE 2,,2022/05/04 00:10:00+00,,,,,,,,,,,,,,0 inches,3 mph,NO DATA,66 deg. F,NO DATA,49 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19405327
-109.60675,31.45833,2115,NRAWS 8 DOUGLAS AIRPORT,,2022/08/31 13:24:00+00,,,,,,,,,,,,,,10.1 inches,0 mph,NO DATA,64 deg. F,NO DATA,86 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17905210
-111.11742,37.9093300000001,2116,CIRCLE CLIFFS,,2022/05/05 00:36:59+00,,,,,,,,,,,,,,31.41 inches,0 mph,NO DATA,56 deg. F,NO DATA,26 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19052301
-122.17261,37.1309400000001,2117,BEN LOMOND,17091376,2022/03/15 12:49:59+00,CA22C55E,043808,2598,Site located at 13575 Empire Grade Rd Santa Cruz.,37.13094,-122.17261,CA,Santa Cruz,S&PF,CALIFORNIA,CDF,SAN MATEO-SANTA CRUZ,1,41.51 inches,5 mph,302 degrees ,50 deg. F,50 deg. F ,96 % ,13 volts,25.1 (unk),300 degrees,13 mph,0 w/m2,17091376
-121.4785,41.4744000000001,2118,MDF09 PORTABLE,,2022/03/07 17:37:00+00,,,,,,,,,,,,,,0 inches,2 mph,NO DATA,34 deg. F,NO DATA,53 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19062546
-114.50236,45.3364700000001,2119,SKULL GULCH,16947512,2022/08/01 14:51:00+00,3241E91C,101311,5878,"STATION SITS ON NORTH SIDE OF SALMON RIVER CANYON,APPROX3.5 MILES UP THE MTS. STATION IS ON A ROCKY OUTCROPING. THERAVINE RIDGELINE RUNS FROM NORTH TO SOUTH DOWN TO THE RIVER.",45.33647,-114.50236,ID,Lemhi,USFS,04,SALMON/CHALLIS NF,NORTH FORK RD,A,4.35 inches,1 mph,185 degrees ,72 deg. F,NO DATA,33 % ,13.2 volts,NO DATA,278 degrees,4 mph,260 w/m2,16947512
-120.08698,39.4710900000001,2120,STAMPEDE,16968250,2022/07/03 10:33:00+00,3234B5DE,041310,6207,"LOCATED IN THE CANYON 4 CREEK WATERSHED, ABOUT A MILE EAST OF STAMPEDE FIRE STATION.OPEN PINE FOREST, SOUTHWEST ASPECT",39.47109,-120.08698,CA,Sierra,USFS,05,TAHOE NF,TRUCKEE RD,A,3.14 inches,1 mph,66 degrees ,46 deg. F,33 deg. F ,32 % ,12.7 volts,4.2 (unk),123 degrees,4 mph,0 w/m2,16968250
-115.36055,36.43769,2121,DESERT NWR PORTABLE,17491996,2022/05/19 14:34:00+00,8379A686,,2819,,36.43769,-115.36055,NV,Clark,FWS,REGION 8,DESERT NWR,,A,.23 inches,7 mph,319 degrees ,79 deg. F,75 deg. F ,16 % ,12.7 volts,2.7 (unk),325 degrees,12 mph,251 w/m2,17491996
-122.6099,39.8542100000001,2122,THOMES CREEK,17104172,2022/08/31 13:28:59+00,CA211438,040816,1029,This site is on top of a knoll with a clear 360 degree view.The site is on a cattle ranch with oak trees and grass land.It is located in the foot hills on the west side of the,39.85421,-122.6099,CA,Tehama,S&PF,CALIFORNIA,CDF,TEHAMA-GLENN UNIT,A,11.85 inches,10 mph,271 degrees ,74 deg. F,70 deg. F ,22 % ,12.9 volts,3.9 (unk),283 degrees,16 mph,0 w/m2,17104172
-113.3,46.31667,2123,PHILIPSBURG,17068070,2022/08/30 15:16:00+00,323FA500,243002,5280,"Fire wx zone:  110vALLEY SITE, 20' WS, HEATED TIPPING BUCKET'",46.31667,-113.3,MT,Granite,USFS,01,BEAVERHEAD/DEERLODGE,,A,9.9 inches,1 mph,263 degrees ,56 deg. F,59 deg. F ,58 % ,14.1 volts,6.4 (unk),263 degrees,3 mph,294 w/m2,17068070
