city,country,beach,mountain,history,food,city_life,countryside,nightlife,couple_friendly,outdoor,spiritual,sights,desc,Best_time,img
Havana,Cuba,1,0,0,1,0,0,1,1,1,0,"Malecon,National Capitol building,Museum of the Revolution,Castillo De Los Tres Reyes Del Morro,La Bodeguita Del Medio,Playas del Este,Paseo del Prado,Grand Theater of Havana","Cuban capital known for Old Havana's colonial architecture, live salsa music & nearby beaches.,Colour, flavour and history makes this Cuban city an easy bucket-list entry.A city trapped in time, Havana captures the imagination like no other. Faded glamour meets careful colonial-era reconstruction with a backdrop of irresistible color. Walk El Malecón, the walkway bordering the ocean; visit Old Havana and the Catedral de San Cristóbal; and listen for salsa music, open-air bazaars and parties that last all night. One of the finest blue lagoon beach and many more.",All year.,https://img.delicious.com.au/V4liCscH/del/2018/12/havana-cuba-97441-2.jpg
Mexico,Mexico,0,0,0,1,0,1,1,1,0,0,"Museo Nacional de Antropología,Palacio de Bellas Artes,Bosque de Chapultepec,Soumaya Museum,Chapultepec Castle,Zócalo,Xochimilco boat trip","Discover Aztec temples and an abundance of fresh Mexican food.Vibrant food, nightlife, art, and culture—all anchored by an ancient history.A sprawling metropolis, Mexico City invites comparisons to other cities for its scale and its importance as a continental hub. Walk through the Centro Historico at night, and you’ll find it has the up-all-night energy and culinary scene of any other global capital. But CDMX (Ciudad de México) is more than just urban bustle—it’s a collision of contemporary life with ancient history dating back to the Aztecs. That history echoes through everything here, from street food to music to vivid murals, giving a deeper resonance to daily life.","Summer: Summer is one of the nicest times to visit. December is very bad for traffic till the holidays when the city is empty but many places close. Mexico City is a good year-round destination. Other than late April / early May, it never gets really hot and things always cool down later. Weather is never too cold - a sweater will suffice even on the worst morning in January as it will warm later. There is always something going on — just avoid Easter week and Christmas week as too many places close down.",https://img.delicious.com.au/0DXtNjmz/del/2018/12/mexico-city-97442-2.jpg
Beirut,Lebanon,1,0,0,1,0,1,1,1,0,0,"Sursock Museum,Mohammad Al Amin Mosque,Hamra,Zaitunay Bay,Martyrs' Square,Gouraud,MIM Mineral Museum,Raouche Rocks","A fascinating city where delicious food is a major drawcard.Often called ""Paris of the Middle East"", Beirut is a thriving hotspot for shopping, socializing and sightseeing, despite many wars and unrest. The city has been rebuilt several times, with modern architecture sharing space with Ottoman and colonial French buildings. Bustling streets such as Hamra and Ashrafieh provide hopping nightlife while the National Museum and the Gibran Museum give visitors a taste of the city's history. The Corniche is the place for activities like jogging and biking.there is a saying if you want party, try once in beirut, best nightlife in middle east.",All year.,https://img.delicious.com.au/mJCBvmTM/del/2018/12/beirut-lebanon-97443-2.jpg
Salzburg,Austria,0,1,1,0,0,0,0,1,1,0,"Fortress Hohensalzburg,Mirabell Palace,Schloss Hellbrunn,Salzburg Cathedral,Mozart's Birthplace,Getreidegasse,Hangar-7,Mountain hike","A fairytale city where beautiful buildings and historical icons reign supreme.Alpine city, birthplace of Mozart, home to baroque Old Town & medieval Hohensalzburg Fortress.It’s been 200 years or so since he lived here, but Mozart is still very much Salzburg’s favorite son. Visit the composer’s residence and birthplace, then explore the Altstadt (Old City), taking in the baroque architecture. If your musical tastes run more ""Raindrops on roses and whiskers on kittens"" than ""Requiem in D Minor,"" catch one of the many Sound of Music tours and follow in the footsteps of the Von Trapps. Mountain trek is most popular itenary here.",Winter is the great time to visit.,https://img.delicious.com.au/Bt28G1xt/del/2018/12/salzburg-austria-97444-2.jpg
Sao Paolo,Brazil,0,0,0,0,1,1,0,0,0,0,"Museum of Art of São Paulo Assis Chateaubriand,Ibirapuera Park,Avenida Paulista,Pinacoteca de São Paulo,São Paulo Cathedral,Museu do Futebol,Municipal Theatre of São Paulo","Vast Brazilian metropolis with iconic architecture, São Paulo Museum of Modern Art & shopping.The largest city in South America, Sao Paulo’s cuisine and art is as multinational as its diverse population of 10 million. With the restaurants of the Jardins district serving every food imaginable to diners from around the world, you wouldn’t be out of place going to Sao Paulo just for the dining. But you’d be missing out on world-class museums, diverse and vibrant neighborhood tours, and crazy-good shopping. ",All year.,https://img.delicious.com.au/W97vX457/del/2018/12/sao-paolo-brazil-97445-2.jpg
Bohemia,Czech Republic,0,0,1,1,0,1,1,1,0,0,"Prague Castle,Charles Bridge,Prague Astronomical Clock,Dancing House,St. Vitus Cathedral,Old Town Square,Lennon Wall,Národní muzeum,Strahov Monastery,Jewish Quarter walk","Fall in love with this romantic destination.Czech capital known for its medieval old town, sprawling Prague Castle & iconic Charles Bridge.The bohemian allure and fairytale features of Prague make it a perfect destination for culture vultures who want to immerse themselves in history, art, music, and architecture. You could devote an entire day to exploring Prazsky hrad (Prague Castle), then refuel over a hearty dinner at a classic Czech tavern. Spend some time wandering Old Town Square before heading over to the Astronomical Clock as it performs a mechinical promenade on the hour. Prague’s best bars are often historic pubs where you can spend the better part of a night tipping back central Europe's top-shelf beers.","Summer is Prague’s busiest season and offers the best weather, with temperatures reaching highs of 75°F (25°C) and lows around 55°F (12°C). Major events throughout the year include the Czech Beer Festival in May and the Signal Light Festival in October.",https://img.delicious.com.au/U5BPim7t/del/2018/12/prague-czech-republic-97446-2.jpg
Kyoto,Japan,0,1,1,1,0,1,0,1,1,1,"Fushimi Inari Taisha,Kinkaku-ji,Kiyomizu-dera,Bamboo Forest,Arashiyama,Nijō Castle,Higashiyama Jisho-ji,Nishiki Market,Ryōan-ji,Kyoto cherry blossoms,Mount Hiei hike","A taste of the old world in a fast-paced, modern nation.Old Japanese capital known for Buddhist temples, Shinto shrines, Nijō Castle & Gion district geisha.A passageway to Japan's past, full of World Heritage sites and traditional arts.The shrines and temples of Kyoto offer a rare link between modern life in the city and its very ancient past. The Shimogamo Shrine dates to the 6th century and seems suspended in time, its serenity and spiritual power still palpable. Visit Fushimi Inari Shrine, then see the life-sized Thousand Armed Kannon statues of Sanjūsangen-dō. Take in traditional geisha performances, then savor a tranquil meal at a restaurant overlooking the Kamo River.","One of the best times to visit Kyoto, and Japan for that matter, is in the fall during the foliage season. On average, the leaves in the Kyoto area start to change colors at the end of October and the middle of November. It is truly amazing to see Japanese temples, many of which are set in the lush foresty hills, in the kaleidoscope of fall colors. The contrast of the bright yellow and scarlet leaves and the blue sky just adds to the romance. Average daily temperatures this time of year are highs around 73° F (23° C) and lows near 56° F (13° C).",https://img.delicious.com.au/SEjXnLuV/del/2018/12/kyoto-japan-97447-2.jpg
Marrakech,Morocco,0,0,1,0,0,0,0,0,0,1,"Jemaa el-Fnaa,Jardin Majorelle-Yves Saint Laurent,Bahia Palace,Koutoubia,Saadien's Tombs,El Badii-Ksibat Nhass Palace,Medina of Marrakesh,Menara Gardens","Tastes the flavours of Morocco in this intriguing city.Moroccan city with medieval, walled medina home to souks (markets) & 12th-century Koutoubia Mosque.Colorful souks, Moorish architecture, intimate gardens and boutique hotels--Marrakesh is unforgettable. Spend your days exploring the quiet courtyards and snaking alleyways of the historic Medina, walking through the serene Jardin Majorelle or taking in the beauty of the city’s mosques before ending the evening at a one-of-a-kind riad.",All year.,https://img.delicious.com.au/T7tDeVQV/del/2018/12/marrakech-morocco-97448-2.jpg
St Petersburg,Russia,0,1,0,0,0,1,1,1,0,0,"State Hermitage Museum,Savior on the Spilled Blood,Peterhof,Winter Palace,Catherine Palace,Peter and Paul Fortress,Mariinsky Theatre","The weather mightn’t be ideal, but the sights are worth venturing out for.Russian port with the Hermitage Museum, lavish imperial palaces, ballet & the White Nights festival.",All year.,https://img.delicious.com.au/CH_y9R1g/del/2018/12/st-petersburg-russia-97449-2.jpg
San Francisco,USA,1,1,0,1,1,0,1,1,0,0,"Golden Gate Bridge,Alcatraz Island,California Academy of Sciences,Muir Woods National Monument,Exploratorium,Lombard Street","San Francisco, This hilly city is a must-visit travel destination.A galaxy of vibrant neighborhoods connected by cable cars.San Francisco has a personality as big and bold as the Golden Gate Bridge, but that personality changes neighborhood to neighborhood. Consider the tea rooms and mah jong parlors of Chinatown, the lingering hippie chic of Haight-Ashbury, and the boisterous family fun of Ghirardelli Square. The city is also home to one of the country's most dynamic food scenes, from beloved Mission District burrito joints to Michelin-starred dining rooms. When your legs get tired from exploring, hitch a ride on a cable car and take in those hilltop views.","Summer sees the biggest concentration of festivals — including San Francisco Pride and Outside Lands music festival — but also cooler temperatures, whereas fall offers warmer, sunny weather. Average daily temperatures in summer are highs of 19°C and lows of 15°C, while winter highs can hit 15°C and lows of 7°C.",https://img.delicious.com.au/As-0XdKV/del/2018/12/san-francisco-usa-97450-2.jpg
Oxford,UK,0,0,1,0,1,0,1,1,0,0,"Oxford Castle & Prison,Ashmolean Museum,Bodleian Library,Radcliffe Camera,History of Science Museum","Oxford,A university city that offers so much more than an education. In the ""city of dreaming spires,"" academia takes center stage. Gaze out at Oxford's world-famous university from the top of Carfax Tower before heading into the city's pedestrian-friendly streets. Follow your nose to the Covered Market for the makings of a picnic to enjoy at Headington Hill Park. Mix the historic and modern with visits to the 12th-century village church of Iffley and trendy Cowley's ethnic shops and music venues.",All year.,https://img.delicious.com.au/GLKZ7On_/del/2018/12/oxford-uk-97451-2.jpg
Melbourne,Australia,1,1,0,1,1,0,1,1,0,0,"National Gallery of Victoria,Queen Victoria Market,Eureka Skydeck,Fed Square,Melbourne Cricket Ground","Melbourne, Live music, renowned coffee and top-notch shopping in one city. The vibrant coastal capital of Victoria. Colorful, lively Melbourne has broad appeal for every type of traveler, from cozy cafes to local art to Australian and Aboriginal history to spectator sports. Start your day with a ""flat white"" coffee before hopping on the the free City Circle Tram loop to check out singular attractions like the Royal Botanical Gardens and the Healesville Sanctuary, where animal friends await. Melbourne is also a great starting point for daytrips to explore the Great Ocean Road and Phillip Island.","The streets and parks of Melbourne lend themselves well to wandering, so visit March-May or September-November for weather that’s mild and dry and for the lowest concentration of crowds. Expect average daily temperatures those times of year to be highs of 24-17 C (76-63 F) and lows of 14-9 C (58-49 F).During the summer months, the Royal Botanic Gardens hosts events such as concerts and an outdoor cinema, while spring sees an abundance of cultural events focused on comedy, fashion, and coffee.",https://img.delicious.com.au/vKiFEkMz/del/2018/12/melbourne-australia-97452-2.jpg
Kingston,Jamaica,1,1,1,0,0,1,1,1,1,0,"Bob Marley Museum,Devon House,Blue Mountains,Emancipation Park,Fort Clarence Beach","Kingston, From its Bob Marley Museum to its Blue Mountains, Kingston is an unforgettable experience. Far from the north coast resort towns, Kingston is Jamaica at its most authentic, a sprawling city of contrasts spread between the east coast and the Blue Mountains. Kingston's diversity is reflected in its disparate neighborhoods, from the wealthy northern suburbs to the less affluent downtown. Travelers can discover the spirit of One Love at the Bob Marley Museum, or sample delicious ice cream at Devon House. Nearby, the former capital of Spanish Town offers insight into the area's history.",All year.,https://img.delicious.com.au/TITRTFAX/del/2018/12/kingston-jamaica-97453-2.jpg
Amman,Jordan,0,1,1,0,0,1,0,0,1,0,"Mount Nebo,Amman Citadel,Roman Theater,King Abdullah I Mosque,Temple of Hercules,Rainbow Street","Amman,Jordan’s capital is a place for those who love history. Amman's layered history is reflected in its diverse people and its varied architecture. The city is home to a multidenominational and multicultural population. Even within the midst of the ultra-modern commercial center, there is evidence of its ancient roots, with colorful souks, Roman ruins, cultural museums and monuments painting a picture of the history of the region.",All year.,https://img.delicious.com.au/LdTRytKk/del/2018/12/amman-jordan-97454-2.jpg
Lagos,Nigeria,1,0,0,0,0,1,1,0,0,0,"Lekki Conservation Centre,Tarkwa Bay Beach,Nike Art Center,Victoria Island, Elegushi Royal Beach Lekki Phase","Lagos,Nigeria’s largest city offers the best of both worlds with its beachfront resorts. Sprawling Nigerian coastal city with Victoria Island beaches & nightlife, plus Freedom Park.",All year.,https://img.delicious.com.au/1E9ATrG7/del/2018/12/lagos-nigeria-97455-2.jpg
New Orleans,USA,0,0,0,1,1,0,1,1,0,0,"The National WWII Museum,Jackson Square,New Orleans Museum of Art,Bourbon Street,Audubon Aquarium of the Americas","New Orleans,A multicultural hub where food is not just devoured, but worshipped. Louisiana port home to Mardi Gras, jazz clubs, streetcars & restaurants serving Cajun-Creole fare.A vibrant city ready to jump-start the party with jubilant music, famed food, and drinks all around.Laissez les bons temps rouler! In New Orleans the good times are always rolling down Bourbon Street, which has quite the party animal reputation during Mardi Gras. If you're lucky, you'll catch a second line parade strutting through the crowds. But this city isn't all Sazerac in a Solo cup. Take in the scenery of the historic French Quarter, tour the elegant Garden District, and eat your way across Nola's incredible restaurants and cafes—beignets are a must. If you love stories about things that go bump in the night, book a guided ghost tour that weaves through local taverns, alleyways, and cemeteries.","New Orleans’ best weather makes its debut in February and lasts until May, coinciding with carnival season and the world-famous Mardi Gras celebrations. The average daily temperatures this time of year typically hit highs of 71 Fahrenheit (22 Celsius) with lows dipping to 45 Fahrenheit (7 Celsius).",https://img.delicious.com.au/_zFbpPkH/del/2018/12/new-orleans-usa-97456-2.jpg
San Jose,Costa Rica,0,1,1,0,0,1,0,1,1,0,"Museo del Jade,Pre-Columbian Gold Museum,Parque Metropolitano La Sabana,Parque Diversiones","San Jose, Museums, markets, theatres, parks, waterfalls and so much more. Vibrant and packed with Victorian mansions, Costa Rica's rowdy, bustling capital was built on the profits of the coffee trade and working ""golden bean"" plantations still surround the city. Try freshly roasted local beans at Mercado Central. For shinier gold, visit the Museo del Oro. Many renovated landmarks now house stylish hotels. Usually viewed as a hub, rather than a destination, nightlife is concentrated in Spanish village-inspired El Pueblo. Don't miss the elegant 1897 National Theater.",All year.,https://img.delicious.com.au/R4eUMyBK/del/2018/12/san-jose-costa-rica-97459-2.jpg
Tallinn,Estonia,1,0,1,0,0,1,0,1,1,0,"Alexander Nevsky Cathedral,Kadriorg Art Museum,Tallinn Town Hall,Kumu,Lennusadam,Toompea Castle","Tallinn, See relics of the Middle Ages by the Baltic Sea. Estonian capital known for medieval Old Town, iconic churches like St. Nicholas & Kadriorg Palace. Tallinn's atmospheric Old Town is an enthralling hodgepodge of medieval streets and spires. It's a small city, and the tourist areas are safe and easily explored on foot. Buy a Tallinn Card if intending to use buses, trolleys or trams. For a look into Tallinn's past, visit Rocca-al-Mare Open Air Museum's typical rural Estonian taverns, windmills and watermills, see the onion-domed 1900 cathedral or join the bustle in historic Town Hall Square. St. Olav's spire was once the tallest in the world.",All year.,https://img.delicious.com.au/Ajsm0aLu/del/2018/12/tallinn-estonia-97460-2.jpg
Suva,Fiji,1,0,0,1,0,0,1,1,1,0,"Suva Fiji Temple,Albert Park,Fijis Museum","Suva, Your starting point to a Fijian escape. Suva, on the largest island of Viti Levu, is the capital. Nadi, on the western side of the island, is Fiji's main international gateway and lies near the large resorts of the Coral Coast and Denarau Island. Not far from here, you can stroll along sand dunes to ancient archeological sites, soak in therapeutic mud pools and hot springs, dive with sharks in Beqa Lagoon, and raft the Upper Navua River through pristine rainforests. Its famous for its friendly people and heavenly tropical islands, Fiji is the quintessential South Pacific paradise. With more than 300 islands to choose from, you'll find plenty of tropical attractions and rewarding things to do.",All year.,https://img.delicious.com.au/dWLrFTPz/del/2018/12/suva-fiji-97461-2.jpg
Jarkarta,Indonesia,0,0,0,1,1,0,1,1,0,0,"National Monument, Taman Mini Indonesia Indah, Istiqlal Mosque,Taman Impian Jaya Ancol","Jarkarta, Indonesian architecture, food and culture abounds in its capital. Indonesia's capital city, with an old town, modern malls & historic relics at the National Museum. Chaotic, crowded, and cosmopolitan, Jakarta, the capital of Indonesia, is a city of contrasts. Home to millions of people from around the world, the city is a mixture of languages and cultures, poverty and wealth. The city boasts some of the best nightlife in Asia and some of the worst traffic. Every holiday, the locals escape the pollution and the crowds to enjoy relaxing diversions like Ancol Dreamland, an amusement area featuring water parks, beaches, golf courses, and a SeaWorld.",All year.,https://img.delicious.com.au/xcS3H8vq/del/2018/12/jarkarta-indonesia-97462-2.jpg
New Delhi,India,0,0,1,1,1,0,1,1,0,0,"Red Fort, Qutab Minar,Jama Masjid,India Gate,Lotus Temple,Akshardham,National Museum","New Delhi,Taste the flavours of India in its sprawling city. New Delhi is all at once chaotic and calm, a complicated city where cows often wander the shanty-lined streets. The 17th century Red Fort is a mass of domes and turrets, while Chandni Chowk is an exercise in friendly haggling. Jantar Mantar features larger-than-life sundials and astronomical instruments that are still used to predict the weather. Travelers and locals flock to the India Gate, the national monument of India that honors the soldiers who died in World War I and the Third Afghan War.",All year.,https://img.delicious.com.au/89Tkufuf/del/2018/12/new-delhi-india-97463-2.jpg
Adelaide,Australia,1,1,0,0,0,1,0,1,1,0,"Art Gallery of South Australia,Adelaide Zoo,Adelaide Botanic Garden,Adelaide Oval,Cleland Conservation Park,d'Arenberg","Adelaide, Local produce, cheese and wines are reason enough to visit this beautiful city. The capital city of South Australia is simply enchanting, a treasure trove of shopping, fine arts, gastronomy and outdoor activity. Adelaide is the heart of the world's opal industry, selling gorgeous stones from South Australian mines. Be sure to hike the aptly named Mt. Lofty Ranges and catch a wave off the Fleurieu Peninsula. Indulge your adventurous palate and traipse into nearby wine regions like the famed Barossa Valley to pick up a deliciously drinkable souvenir. ",All year.,https://img.delicious.com.au/hd0g2cR-/del/2018/12/adelaide-australia-97464-2.jpg
Tripoli,Libya,1,0,1,0,0,1,0,1,0,0,"Saraya Museum,Marcus Aurelius Arch,Martyrs' Square,Gurgi Mosque,Tripoli Tower","Tripoli, Travellers are flocking en masse to this unique destination for arts and culture. The capital of Libya is one of the safest places to visit and one of the most beautiful. A visit to Tripoli is worth getting acquainted with the Turkish and Italian architecture, the Red Castle, the richly decorated mosques and churches, the Old Town, the great restaurants, and the magnificent views of the coast.",All year.,https://img.delicious.com.au/3jQWB_TO/del/2018/12/tripoli-libya-97465-2.jpg
Male,Maldives,1,0,0,1,0,0,1,1,1,0,"Hulhumale, Hukuru Miskiy,National Museum,Artificial Beach,Male',Sultan Park","Male, The Maldive capital is your gateway to world-famous beaches. The island capital of the Maldives teems with high rises and narrow streets, all ringed by seawalls. Shopaholics can savor Male's flavors in the local markets, which are packed with fresh produce, and along Chaandanee Magu, the spot for local souvenirs, such as carved wooden dhonis, miniature replicas of the boats dotting area waters. The golden-domed Friday Mosque presides over the landscape, while the underwater riches of the atolls lure scuba enthusiasts from around the globe.",All year.,https://img.delicious.com.au/gHB4aSRR/del/2018/12/male-maldives-97466-2.jpg
Luxembourg,Luxembourg,0,1,1,0,0,1,1,1,0,0,"Grand Duke Jean Museum of Modern Art,Grand Ducal Palace,Bock Casemates,Cathédrale Notre-Dame,Adolphe Bridge","Luxembourg, This tiny European country proves good things come in small packages. A captivating contrast of old and new, Luxembourg City's past is celebrated by its World Heritage status; its present sway by its position as headquarters for several significant European institutions. Small enough to explore on foot, this compact city offers a wealth of attractions, including dramatic promontory The Bock, underground passages in Petrusse Casemates, Palace of the Grand Dukes and the National Museum. Countless banks on Boulevard Royal, once a fortress moat, hint at the duchy's wealth.",All year.,https://img.delicious.com.au/9jTXbVWY/del/2018/12/luxembourg-luxembourg-97467-2.jpg
Kuala Lumpur,Malaysia,1,1,0,1,1,0,1,1,0,1,"Petronas Twin Towers,Batu Caves,Menara Kuala Lumpur,Sunway Lagoon,Central Market","Kuala Lumpur, This modern city is home to an impressive skyline and great dining options.City with Petronas Twin Towers skyscrapers, also known for shopping, dining & colonial architecture.The colorful cultural hub of Malaysia.Wandering the streets of Kuala Lumpur can mean dipping in and out of an urban present into an ancient past. The city is visually defined by the iconic Petronas Twin Towers, which, at 88 stories high, are the tallest twin buildings in the world and a vision of modern architecture. On the flip side, the Sri Mahamariamman is the oldest Hindu temple in Malaysia, its facade a colorful totem pole of iconography. Shopping also switches from gleaming mega-malls to local markets where haggling and handicrafts go hand-in-hand.",All year.,https://img.delicious.com.au/Ddy8qHBR/del/2018/12/kuala-lumpur-malaysia-97469-2.jpg
Glasgow,Scotland,1,1,0,1,0,1,1,1,1,0,"Riverside Museum,Glasgow Cathedral,Hunterian Art Gallery,Glasgow Necropolis,People's Palace,Glasgow Science Centre Tower","Glasgow, The food scene in this Scottish city just keeps getting better. As Scotland’s largest city, Glasgow is famed for its culture, shopping and people. Spend your day exploring a wide range of fascinating free museums and galleries, enjoying the UK’s best shopping outside of London, and taking advantage of tips from friendly local people on the city’s hidden gems — then choose from 130+ weekly musical events for a special night out. Glasgow is also the perfect base for exploring more of Scotland, with great connections to the Highlands and the islands.",All year.,https://img.delicious.com.au/DuTFgzOE/del/2018/12/glasgow-scotland-97470-2.jpg
Valletta,Malta,1,0,1,1,0,1,1,1,0,1,"St. John's Co-Cathedral,Grandmaster Palace Courtyard,Upper Barrakka Gardens,St. Elmo Heritage building,Casa Rocca Piccola","Valletta, Visit palaces, cathedrals, gardens and harbours in this scenic city. Founded in 1565 by the Order of St John as a refuge for soldiers returning from the Crusades, Valletta is now the capital of Malta and a piece of living history. With an unsurpassed collection of original Baroque architecture, fortified city walls overlooking the Mediterranean Sea, and the spectacular Co-Cathedral of St John, which features intricately carved stone vaults and a famed painting by Caravaggio, it is no wonder that this smallest of European capital cities is a world heritage site.",All year.,https://img.delicious.com.au/PtDJbPk-/del/2018/12/valletta-malta-97471-2.jpg
Kathmandu,Nepal,0,1,1,0,0,1,0,1,1,1,"Boudha Stupa,Pasupatinath Temple,Swayambhunath Stupa,Hanuman Dhoka Durbar,Garden of Dreams,Narayanhiti Palace Museum","Kathmandu, This city is your entry point to incredible Nepalese food and temples. Nepal’s capital is surrounded by a valley full of historic sites, ancient temples, shrines, and fascinating villages. Mingle with locals and animals amid Durbar Square’s monuments, or join mountain trekkers in the bustling Thamel District. Explore shops for exquisite work by local artisans—carpets and paper prints are specialties.",All year.,https://img.delicious.com.au/9e1uckIy/del/2018/12/kathmandu-nepal-97472-2.jpg
Brussels,Belgium,0,0,1,1,0,1,1,1,0,0,"Grand Place,Atomium,Manneken Pis,Royal Museums of Fine Arts of Belgium,Royal Palace of Brussels,Royal Gallery of Saint Hubert,Parc du Cinquantenaire","Brussels, If you’re a beer enthusiast, you’re in for a treat in this city. This belgian capital & European Union headquarters, known for its Grand-Place & comic-strip murals. Unassuming Brussels is the capital of Belgium, Flanders and Europe. Medieval Grand-Place, is indeed grand, with many 17th-century buildings and daily flower markets. Reopened in 2006, the Atomium, Brussels' Eiffel Tower, provides great views, inside and out. Architecture fans should visit Musee Horta, home of Belgian master architect Victor Horta. St. Gery's clubs and bars are packed year-round. Seafood eateries abound in Ste. Catherine. Walk, rather than get snarled up in traffic, in the narrow streets.",All year.,https://img.delicious.com.au/X73tQW8J/del/2018/12/brussels-belgium-97473-2.jpg
Panama City,Panama,1,1,0,1,0,1,1,1,1,0,"Panamá Viejo,Biomuseo,Metropolitan Natural Park,Ancon Hill","Panama City,Explore rainforest and sail at this city’s doorstep. With an average of 320 days of Florida sunshine each year – and 27 miles of sugar-white sands bordering the clear, emerald green waters where the Gulf of Mexico and St. Andrew Bay converge – Panama City Beach is a favorite of travelers seeking an affordable beach vacation with year round offerings. The region also features exciting on- and off-shore attractions, including St. Andrews Park and Pier Park, that offer something special to adrenaline-seekers, eco-tourists, families and couples alike.",All year.,https://img.delicious.com.au/Vy6xTaOh/del/2018/12/panama-city-panama-97474-2.jpg
Bucharest,Romania,0,1,1,1,0,1,1,1,0,0,"Cișmigiu Gardens,Arcul de Triumf,Stavropoleos Monastery Church","Bucharest, Grand structures and natural beauty mingle in Bucharest.Relax with the locals at a bohemian-style garden terrace under a canopy of trees, with wine & food. Vlad the Impaler stated his claim to Bucharest in 1459. His citadel on the Dambovita was the first of flotillas of palaces, many of which still stand. Four subway lines and a modern bus network transport visitors and commuters. Nicknamed ""Little Paris"", Bucharest's elegant early 20th-century architecture shows French influences. Don't miss the Village Museum, Romanian Athenaeum and the Peasant Museum. You can't miss the Palace of Parliament, the second-largest building in the world (after the Pentagon) and all the hipster hangouts for some bar visits.",All year.,https://img.delicious.com.au/BQA_95U5/del/2018/12/bucharest-romania-97475-2.jpg
Cardiff,Wales,1,0,0,0,0,1,1,1,1,0,"Cardiff Castle,National Museum Cardiff,St. Fagans National Museum of History,Wales Millennium Centre,Cardiff Bay,Principality Stadium","Cardiff,The Welsh capital may have begun its life as a Roman fort, but it's since become a bustling city. Where the fort once stood, Cardiff Castle has held court since the 11th century. It remains a central presence in the city, now full of lively art and music venues, hip boutiques, fun bars and modern hotels. Even with so many new and exciting things to see, the National History Museum is still the most visited attraction in Wales. Don't be the only visitor who plays hooky!",All year.,https://img.delicious.com.au/JxSrdYNH/del/2018/12/cardiff-wales-97477-2.jpg
Manila,Philippines,1,1,1,1,1,0,1,1,0,0,"Fort Santiago,Rizal Park,San Agustin Church,National Museum of the Philippines,Manila Ocean Park","Manila, Ideal for family holidays, Manila is a city for kids of all ages. The Philippines’ bustling, bayside capital, with Spanish colonial landmarks & museums.Metropolitan Manila encompasses six cities and 12 towns. Located on Manila Bay in the South China Sea, and bisected by the Pasig River, the capital of the Philippines is historic and modern, rich and poor. A popular sight is the walled area called Intramuros. The capital during Spanish colonization, Intramuros has retained old dungeons and gunpowder rooms but added art galleries and theaters. The city is filled with museums, shops, parks and churches, plus enough nightlife to last until dawn.",All year.,https://img.delicious.com.au/mih19QSM/del/2018/12/manila-philippines-97478-2.jpg
Castries,Saint Lucia,1,1,0,0,0,1,0,1,1,0,"Castries Central Market,St lucia tours,La Toc Beach,Vigie Beach,Marigot Bay,Mount Fortune,St Lucia Cruise Ship Terminal","Castries, Pristine beaches and blue bays are the order of the day at Castries.St. Lucia capital known for palm-lined Vigie Beach, Derek Walcott Square & duty-free shopping.The bustling port city of Castries is St. Lucia's capital. Shoppers flock to the city's dozens of stores and to Castries Market for fruits, vegetables and handicrafts. Sightseers admire murals painted by a local artist inside Cathedral of the Immaculate Conception, and relax in Derek Walcott Square, named for the St. Lucian Nobel-prize-winning poet. Atop Morne Fortune (Hill of Good Luck) - where the French and English battled over control of the island - visitors take in panoramic vistas.",All year.,https://img.delicious.com.au/p_CQKccC/del/2018/12/castries-saint-lucia-97479-2.jpg
Apia,Samoa,1,1,0,1,0,1,1,1,1,0,"Piula Cave Pool,Robert Louis Stevenson Museum,Papaseea Sliding Rocks,Samoa Cultural Village,Palolo Deep Marine Reserve,Taumeasina Island,Mount Vaea","Apia, This beautiful part of the world is a must-see for nature enthusiasts.Old world and new collide in Apia, Samoa's harborside capital. Traditional Samoan houses and buildings stand side by side with 19th century colonial churches and official buildings as well as late 20th century multistory structures. The central clock tower is surrounded by shops and markets, as well as nightlife in various bars and nightclubs. Vaiala beach offers snorkeling opportunities. The final resting place of writer Robert Louis Stevenson, Apia still houses his former home, now a museum. Apart from it cave pool,marine life, coral beach and mountains are some of the best visiting places.",All year.,https://img.delicious.com.au/Xtx2tJOh/del/2018/12/apia-samoa-97482-2.jpg
Bern,Switzerland,0,1,0,0,0,1,1,1,1,0,"UNESCO- Von Bern,Zentrum Paul Klee,Zytglogge,The Cathedral of Bern,Bernisches Historisches Museum / Einstein Museum","Bern, Set your sights on Alps and medieval architecture in Bern. A powerful force since medieval times, the thriving Swiss capital is an appealing city of museums and collections. Bernmobil is the capital's transit service. A BernCard is valid on trams and buses that serve the city. A free bike service is also an option for getting around. The Historical Museum and the Collection of the Bern Museum of Fine Arts house the art and architecture of millennia. The Einstein House and the Paul Klee Center showcase the work of two of Bern's famous former inhabitants.",All year.,https://img.delicious.com.au/TWo_E-PN/del/2018/12/bern-switzerland-97483-2.jpg
